Trial,Mass (g),Load Cell Reading
13,600,131658.00
13,600,131641.00
13,600,131713.00
13,600,131694.00
13,600,131676.00
13,600,131701.00
13,600,131688.00
13,600,131642.00
13,600,131652.00
13,600,131661.00
13,600,131657.00
13,600,131656.00
13,600,131667.00
13,600,131700.00
13,600,131690.00
13,600,131679.00
13,600,131700.00
13,600,131697.00
13,600,131708.00
13,600,131709.00
13,600,131637.00
13,600,131676.00
13,600,131678.00
13,600,131660.00
13,600,131653.00
13,600,131647.00
13,600,131619.00
13,600,131644.00
13,600,131677.00
13,600,131694.00
13,600,131690.00
13,600,131682.00
13,600,131721.00
13,600,131690.00
13,600,131667.00
13,600,131652.00
13,600,131707.00
13,600,131730.00
13,600,131701.00
13,600,131706.00
13,600,131697.00
13,600,131676.00
13,600,131713.00
13,600,131718.00
13,600,131715.00
13,600,131734.00
14,650,142665.00
14,650,142718.00
14,650,142693.00
14,650,142685.00
14,650,142691.00
14,650,142687.00
14,650,142658.00
14,650,142646.00
14,650,142667.00
14,650,142688.00
14,650,142691.00
14,650,142663.00
14,650,142677.00
14,650,142657.00
14,650,142712.00
14,650,142724.00
14,650,142687.00
14,650,142671.00
14,650,142664.00
14,650,142708.00
14,650,142661.00
14,650,142628.00
14,650,142667.00
14,650,142678.00
14,650,142666.00
14,650,142663.00
14,650,142665.00
14,650,142691.00
14,650,142698.00
14,650,142683.00
14,650,142689.00
14,650,142682.00
14,650,142672.00
14,650,142615.00
14,650,142647.00
14,650,142682.00
14,650,142653.00
14,650,142688.00
14,650,142708.00
14,650,142678.00
14,650,142637.00
14,650,142654.00
14,650,142669.00
14,650,142686.00
14,650,142722.00
14,650,142688.00
14,650,142666.00
14,650,142654.00
14,650,142701.00
14,650,142705.00
14,650,142711.00
14,650,142712.00
14,650,142721.00
14,650,142718.00
14,650,142684.00
14,650,142657.00
14,650,142651.00
14,650,142656.00
14,650,142661.00
14,650,142660.00
14,650,142646.00
14,650,142643.00
14,650,142692.00
14,650,142679.00
14,650,142650.00
14,650,142668.00
14,650,142667.00
14,650,142626.00
14,650,142643.00
14,650,142644.00
14,650,142701.00
14,650,142681.00
14,650,142673.00
14,650,142674.00
14,650,142650.00
14,650,142636.00
14,650,142641.00
14,650,142660.00
14,650,142645.00
14,650,142670.00
14,650,142716.00
14,650,142667.00
14,650,142668.00
14,650,142690.00
14,650,142659.00
14,650,142676.00
14,650,142683.00
14,650,142624.00
14,650,142641.00
14,650,142689.00
14,650,142706.00
14,650,142689.00
14,650,142651.00
14,650,142658.00
14,650,142703.00
14,650,142659.00
14,650,142671.00
14,650,142684.00
14,650,142703.00
14,650,142683.00
14,650,142668.00
14,650,142660.00
14,650,142690.00
14,650,142680.00
14,650,142702.00
14,650,142683.00
14,650,142635.00
14,650,142662.00
14,650,142702.00
14,650,142717.00
14,650,142656.00
14,650,142621.00
14,650,142646.00
14,650,142666.00
15,700,153784.00
15,700,153793.00
15,700,153798.00
15,700,153780.00
15,700,153801.00
15,700,153796.00
15,700,153782.00
15,700,153805.00
15,700,153812.00
15,700,153797.00
15,700,153770.00
15,700,153779.00
15,700,153786.00
15,700,153798.00
15,700,153817.00
15,700,153842.00
15,700,153839.00
15,700,153852.00
15,700,153841.00
15,700,153818.00
15,700,153779.00
15,700,153787.00
15,700,153803.00
15,700,153776.00
15,700,153771.00
15,700,153772.00
15,700,153764.00
15,700,153751.00
15,700,153764.00
15,700,153794.00
15,700,153829.00
15,700,153819.00
15,700,153797.00
15,700,153804.00
15,700,153789.00
15,700,153830.00
15,700,153840.00
15,700,153831.00
15,700,153800.00
15,700,153778.00
15,700,153792.00
15,700,153773.00
15,700,153811.00
15,700,153866.00
15,700,153870.00
15,700,153832.00
15,700,153789.00
15,700,153823.00
15,700,153847.00
15,700,153829.00
15,700,153840.00
15,700,153842.00
15,700,153831.00
15,700,153788.00
15,700,153770.00
15,700,153798.00
15,700,153813.00
15,700,153828.00
15,700,153811.00
15,700,153797.00
15,700,153810.00
15,700,153827.00
15,700,153777.00
15,700,153764.00
15,700,153787.00
15,700,153790.00
15,700,153791.00
15,700,153784.00
15,700,153792.00
15,700,153781.00
15,700,153784.00
15,700,153762.00
15,700,153763.00
15,700,153744.00
15,700,153734.00
15,700,153754.00
15,700,153757.00
15,700,153779.00
15,700,153775.00
15,700,153782.00
15,700,153794.00
15,700,153749.00
15,700,153758.00
15,700,153738.00
15,700,153760.00
15,700,153775.00
15,700,153775.00
15,700,153780.00
15,700,153801.00
15,700,153805.00
15,700,153802.00
15,700,153770.00
15,700,153778.00
15,700,153815.00
15,700,153806.00
15,700,153824.00
15,700,153834.00
15,700,153787.00
15,700,153759.00
15,700,153772.00
15,700,153802.00
15,700,153814.00
15,700,153775.00
15,700,153806.00
15,700,153804.00
15,700,153790.00
15,700,153758.00
15,700,153783.00
15,700,153785.00
15,700,153784.00
15,700,153805.00
15,700,153820.00
15,700,153793.00
15,700,153806.00
16,750,164770.00
16,750,164705.00
16,750,164836.00
16,750,164843.00
16,750,164773.00
16,750,164723.00
16,750,164833.00
16,750,164821.00
16,750,164728.00
16,750,164792.00
16,750,164870.00
16,750,164824.00
16,750,164739.00
16,750,164828.00
16,750,164867.00
16,750,164772.00
16,750,164712.00
16,750,164795.00
16,750,164797.00
16,750,164736.00
16,750,164775.00
16,750,164846.00
16,750,164764.00
16,750,164684.00
16,750,164742.00
16,750,164836.00
16,750,164842.00
16,750,164820.00
16,750,164875.00
16,750,164832.00
16,750,164680.00
16,750,164732.00
16,750,164883.00
16,750,164794.00
16,750,164718.00
16,750,164822.00
16,750,164850.00
16,750,164695.00
16,750,164709.00
16,750,164882.00
16,750,164871.00
16,750,164767.00
16,750,164812.00
16,750,164871.00
16,750,164765.00
16,750,164734.00
16,750,164817.00
16,750,164866.00
16,750,164741.00
16,750,164746.00
16,750,164875.00
16,750,164834.00
16,750,164734.00
16,750,164802.00
16,750,164874.00
16,750,164805.00
16,750,164768.00
16,750,164819.00
16,750,164826.00
16,750,164727.00
16,750,164719.00
16,750,164822.00
16,750,164790.00
16,750,164750.00
16,750,164815.00
16,750,164821.00
16,750,164706.00
16,750,164672.00
16,750,164764.00
16,750,164755.00
16,750,164720.00
16,750,164769.00
16,750,164769.00
16,750,164715.00
16,750,164668.00
16,750,164754.00
16,750,164848.00
16,750,164795.00
16,750,164781.00
16,750,164789.00
16,750,164715.00
16,750,164665.00
16,750,164749.00
16,750,164838.00
16,750,164830.00
16,750,164762.00
16,750,164761.00
16,750,164789.00
16,750,164763.00
16,750,164756.00
16,750,164808.00
16,750,164795.00
16,750,164733.00
16,750,164748.00
16,750,164826.00
16,750,164811.00
16,750,164741.00
16,750,164780.00
16,750,164828.00
16,750,164801.00
16,750,164751.00
16,750,164804.00
16,750,164816.00
16,750,164742.00
16,750,164738.00
16,750,164775.00
16,750,164775.00
16,750,164773.00
16,750,164835.00
16,750,164817.00
16,750,164736.00
16,750,164704.00
16,750,164792.00
16,750,164846.00
17,750,164765.00
17,750,164778.00
17,750,164781.00
17,750,164744.00
17,750,164764.00
17,750,164788.00
17,750,164830.00
17,750,164766.00
17,750,164737.00
17,750,164758.00
17,750,164770.00
17,750,164794.00
17,750,164799.00
17,750,164802.00
17,750,164808.00
17,750,164790.00
17,750,164810.00
17,750,164764.00
17,750,164761.00
17,750,164771.00
17,750,164803.00
17,750,164791.00
17,750,164808.00
17,750,164786.00
17,750,164795.00
17,750,164793.00
17,750,164790.00
17,750,164808.00
17,750,164816.00
17,750,164796.00
17,750,164721.00
17,750,164739.00
17,750,164780.00
17,750,164747.00
17,750,164778.00
17,750,164789.00
17,750,164784.00
17,750,164772.00
17,750,164788.00
17,750,164807.00
17,750,164792.00
17,750,164783.00
17,750,164789.00
17,750,164794.00
17,750,164755.00
17,750,164780.00
17,750,164786.00
17,750,164785.00
17,750,164790.00
17,750,164774.00
17,750,164763.00
17,750,164745.00
17,750,164779.00
17,750,164823.00
17,750,164813.00
17,750,164759.00
17,750,164731.00
17,750,164769.00
17,750,164776.00
17,750,164792.00
17,750,164830.00
17,750,164823.00
17,750,164851.00
17,750,164841.00
17,750,164795.00
17,750,164815.00
17,750,164817.00
17,750,164783.00
17,750,164752.00
17,750,164740.00
17,750,164762.00
17,750,164783.00
17,750,164789.00
17,750,164790.00
17,750,164770.00
17,750,164785.00
17,750,164785.00
17,750,164782.00
17,750,164766.00
17,750,164793.00
17,750,164786.00
17,750,164773.00
17,750,164755.00
17,750,164751.00
17,750,164751.00
17,750,164768.00
17,750,164710.00
17,750,164714.00
17,750,164765.00
17,750,164767.00
17,750,164746.00
17,750,164717.00
17,750,164702.00
17,750,164739.00
17,750,164744.00
17,750,164746.00
17,750,164768.00
17,750,164763.00
17,750,164776.00
17,750,164791.00
17,750,164795.00
17,750,164801.00
17,750,164767.00
17,750,164778.00
17,750,164748.00
17,750,164766.00
17,750,164784.00
17,750,164801.00
17,750,164813.00
17,750,164798.00
17,750,164744.00
17,750,164747.00
17,750,164734.00
17,750,164753.00
18,800,175731.00
18,800,175704.00
18,800,175702.00
18,800,175726.00
18,800,175701.00
18,800,175665.00
18,800,175682.00
18,800,175706.00
18,800,175730.00
18,800,175708.00
18,800,175724.00
18,800,175749.00
18,800,175751.00
18,800,175696.00
18,800,175686.00
18,800,175689.00
18,800,175711.00
18,800,175784.00
18,800,175772.00
18,800,175732.00
18,800,175712.00
18,800,175720.00
18,800,175718.00
18,800,175684.00
18,800,175695.00
18,800,175690.00
18,800,175678.00
18,800,175700.00
18,800,175717.00
18,800,175726.00
18,800,175741.00
18,800,175746.00
18,800,175728.00
18,800,175721.00
18,800,175739.00
18,800,175776.00
18,800,175748.00
18,800,175711.00
18,800,175708.00
18,800,175696.00
18,800,175678.00
18,800,175698.00
18,800,175720.00
18,800,175719.00
18,800,175718.00
18,800,175696.00
18,800,175680.00
18,800,175690.00
18,800,175736.00
18,800,175761.00
18,800,175738.00
18,800,175707.00
18,800,175738.00
18,800,175757.00
18,800,175676.00
18,800,175693.00
18,800,175734.00
18,800,175719.00
18,800,175704.00
18,800,175714.00
18,800,175705.00
18,800,175726.00
18,800,175734.00
18,800,175746.00
18,800,175714.00
18,800,175702.00
18,800,175721.00
18,800,175726.00
18,800,175677.00
18,800,175672.00
18,800,175721.00
18,800,175735.00
18,800,175729.00
18,800,175731.00
18,800,175700.00
18,800,175708.00
18,800,175714.00
18,800,175704.00
18,800,175705.00
18,800,175719.00
18,800,175707.00
18,800,175693.00
18,800,175688.00
18,800,175687.00
18,800,175697.00
18,800,175719.00
18,800,175702.00
18,800,175678.00
18,800,175674.00
18,800,175653.00
18,800,175678.00
18,800,175707.00
18,800,175724.00
18,800,175742.00
18,800,175735.00
18,800,175726.00
18,800,175695.00
18,800,175693.00
18,800,175711.00
18,800,175688.00
18,800,175665.00
18,800,175698.00
18,800,175722.00
18,800,175712.00
18,800,175718.00
18,800,175724.00
18,800,175698.00
18,800,175678.00
18,800,175705.00
18,800,175728.00
18,800,175709.00
18,800,175707.00
18,800,175693.00
18,800,175677.00
19,850,186630.00
19,850,186669.00
19,850,186680.00
19,850,186692.00
19,850,186659.00
19,850,186683.00
19,850,186705.00
19,850,186686.00
19,850,186677.00
19,850,186692.00
19,850,186651.00
19,850,186696.00
19,850,186740.00
19,850,186718.00
19,850,186685.00
19,850,186683.00
19,850,186692.00
19,850,186723.00
19,850,186708.00
19,850,186670.00
19,850,186652.00
19,850,186647.00
19,850,186663.00
19,850,186676.00
19,850,186696.00
19,850,186684.00
19,850,186685.00
19,850,186679.00
19,850,186703.00
19,850,186727.00
19,850,186692.00
19,850,186654.00
19,850,186628.00
19,850,186670.00
19,850,186719.00
19,850,186704.00
19,850,186673.00
19,850,186695.00
19,850,186692.00
19,850,186667.00
19,850,186665.00
19,850,186680.00
19,850,186685.00
19,850,186715.00
19,850,186693.00
19,850,186672.00
19,850,186680.00
19,850,186675.00
19,850,186672.00
19,850,186696.00
19,850,186687.00
19,850,186659.00
19,850,186646.00
19,850,186662.00
19,850,186704.00
19,850,186718.00
19,850,186724.00
19,850,186720.00
19,850,186664.00
19,850,186656.00
19,850,186660.00
19,850,186652.00
19,850,186697.00
19,850,186715.00
19,850,186677.00
19,850,186639.00
19,850,186654.00
19,850,186646.00
19,850,186650.00
19,850,186662.00
19,850,186668.00
19,850,186690.00
19,850,186679.00
19,850,186674.00
19,850,186646.00
19,850,186628.00
19,850,186648.00
19,850,186643.00
19,850,186639.00
19,850,186645.00
19,850,186686.00
19,850,186662.00
19,850,186639.00
19,850,186667.00
19,850,186698.00
19,850,186709.00
19,850,186667.00
19,850,186654.00
19,850,186664.00
19,850,186657.00
19,850,186702.00
19,850,186717.00
19,850,186714.00
19,850,186699.00
19,850,186688.00
19,850,186679.00
19,850,186661.00
19,850,186688.00
19,850,186689.00
19,850,186687.00
19,850,186663.00
19,850,186647.00
19,850,186677.00
19,850,186653.00
19,850,186645.00
19,850,186673.00
19,850,186649.00
19,850,186631.00
19,850,186679.00
19,850,186680.00
19,850,186671.00
19,850,186685.00
19,850,186692.00
19,850,186660.00
20,900,197766.00
20,900,197788.00
20,900,197793.00
20,900,197750.00
20,900,197758.00
20,900,197752.00
20,900,197714.00
20,900,197735.00
20,900,197743.00
20,900,197699.00
20,900,197677.00
20,900,197735.00
20,900,197714.00
20,900,197700.00
20,900,197724.00
20,900,197715.00
20,900,197701.00
20,900,197746.00
20,900,197774.00
20,900,197781.00
20,900,197721.00
20,900,197683.00
20,900,197744.00
20,900,197760.00
20,900,197724.00
20,900,197755.00
20,900,197711.00
20,900,197695.00
20,900,197712.00
20,900,197722.00
20,900,197742.00
20,900,197728.00
20,900,197757.00
20,900,197740.00
20,900,197752.00
20,900,197729.00
20,900,197775.00
20,900,197768.00
20,900,197737.00
20,900,197741.00
20,900,197738.00
20,900,197707.00
20,900,197777.00
20,900,197751.00
20,900,197734.00
20,900,197759.00
20,900,197742.00
20,900,197726.00
20,900,197707.00
20,900,197694.00
20,900,197702.00
20,900,197690.00
20,900,197695.00
20,900,197718.00
20,900,197734.00
20,900,197715.00
20,900,197723.00
20,900,197726.00
20,900,197734.00
20,900,197740.00
20,900,197751.00
20,900,197743.00
20,900,197719.00
20,900,197723.00
20,900,197728.00
20,900,197673.00
20,900,197730.00
20,900,197781.00
20,900,197761.00
20,900,197755.00
20,900,197729.00
20,900,197705.00
20,900,197753.00
20,900,197746.00
20,900,197752.00
20,900,197760.00
20,900,197720.00
20,900,197696.00
20,900,197728.00
20,900,197743.00
20,900,197767.00
20,900,197788.00
20,900,197773.00
20,900,197734.00
20,900,197728.00
20,900,197746.00
20,900,197730.00
20,900,197725.00
20,900,197750.00
20,900,197788.00
20,900,197793.00
20,900,197726.00
20,900,197696.00
20,900,197714.00
20,900,197741.00
20,900,197721.00
20,900,197711.00
20,900,197750.00
20,900,197741.00
20,900,197746.00
20,900,197716.00
20,900,197745.00
20,900,197796.00
20,900,197745.00
20,900,197762.00
20,900,197760.00
20,900,197719.00
20,900,197680.00
20,900,197702.00
20,900,197757.00
20,900,197749.00
20,900,197710.00
20,900,197712.00
20,900,197760.00
21,950,219659.00
21,950,219628.00
21,950,219643.00
21,950,219687.00
21,950,219694.00
21,950,219642.00
21,950,219639.00
21,950,219616.00
21,950,219597.00
21,950,219604.00
21,950,219614.00
21,950,219652.00
21,950,219620.00
21,950,219612.00
21,950,219594.00
21,950,219565.00
21,950,219644.00
21,950,219685.00
21,950,219632.00
21,950,219657.00
21,950,219669.00
21,950,219646.00
21,950,219595.00
21,950,219628.00
21,950,219655.00
21,950,219635.00
21,950,219691.00
21,950,219679.00
21,950,219605.00
21,950,219558.00
21,950,219606.00
21,950,219617.00
21,950,219604.00
21,950,219617.00
21,950,219606.00
21,950,219625.00
21,950,219608.00
21,950,219587.00
21,950,219617.00
21,950,219619.00
21,950,219594.00
21,950,219646.00
21,950,219632.00
21,950,219647.00
21,950,219630.00
21,950,219632.00
21,950,219622.00
21,950,219599.00
21,950,219617.00
21,950,219662.00
21,950,219630.00
21,950,219616.00
21,950,219610.00
21,950,219608.00
21,950,219592.00
21,950,219610.00
21,950,219620.00
21,950,219639.00
21,950,219630.00
21,950,219665.00
21,950,219609.00
21,950,219598.00
21,950,219586.00
21,950,219598.00
21,950,219673.00
21,950,219672.00
21,950,219648.00
21,950,219649.00
21,950,219636.00
21,950,219625.00
21,950,219650.00
21,950,219636.00
21,950,219639.00
21,950,219647.00
21,950,219676.00
21,950,219679.00
21,950,219653.00
21,950,219634.00
21,950,219644.00
21,950,219637.00
21,950,219647.00
21,950,219661.00
21,950,219681.00
21,950,219639.00
21,950,219602.00
21,950,219603.00
21,950,219630.00
21,950,219640.00
21,950,219611.00
21,950,219627.00
21,950,219611.00
21,950,219557.00
21,950,219604.00
21,950,219623.00
21,950,219629.00
21,950,219643.00
21,950,219648.00
21,950,219651.00
21,950,219598.00
21,950,219588.00
21,950,219583.00
21,950,219552.00
21,950,219621.00
21,950,219679.00
21,950,219628.00
21,950,219639.00
21,950,219625.00
21,950,219605.00
21,950,219600.00
21,950,219635.00
21,950,219594.00
21,950,219623.00
21,950,219705.00
21,950,219647.00
22,1050,230264.00
22,1050,230293.00
22,1050,230207.00
22,1050,230213.00
22,1050,230252.00
22,1050,230243.00
22,1050,230231.00
22,1050,230241.00
22,1050,230235.00
22,1050,230225.00
22,1050,230237.00
22,1050,230246.00
22,1050,230258.00
22,1050,230198.00
22,1050,230226.00
22,1050,230271.00
22,1050,230289.00
22,1050,230258.00
22,1050,230263.00
22,1050,230273.00
22,1050,230246.00
22,1050,230202.00
22,1050,230273.00
22,1050,230272.00
22,1050,230207.00
22,1050,230226.00
22,1050,230230.00
22,1050,230189.00
22,1050,230190.00
22,1050,230267.00
22,1050,230266.00
22,1050,230232.00
22,1050,230284.00
22,1050,230286.00
22,1050,230223.00
22,1050,230187.00
22,1050,230224.00
22,1050,230218.00
22,1050,230214.00
22,1050,230256.00
22,1050,230241.00
22,1050,230217.00
22,1050,230206.00
22,1050,230275.00
22,1050,230290.00
22,1050,230258.00
22,1050,230245.00
22,1050,230225.00
22,1050,230232.00
22,1050,230176.00
22,1050,230239.00
22,1050,230276.00
22,1050,230196.00
22,1050,230202.00
22,1050,230247.00
22,1050,230198.00
22,1050,230167.00
22,1050,230207.00
22,1050,230179.00
22,1050,230208.00
22,1050,230198.00
22,1050,230237.00
22,1050,230219.00
22,1050,230192.00
22,1050,230191.00
22,1050,230220.00
22,1050,230233.00
22,1050,230219.00
22,1050,230258.00
22,1050,230242.00
22,1050,230186.00
22,1050,230212.00
22,1050,230254.00
22,1050,230224.00
22,1050,230217.00
22,1050,230224.00
22,1050,230247.00
22,1050,230241.00
22,1050,230217.00
22,1050,230211.00
22,1050,230248.00
22,1050,230251.00
22,1050,230265.00
22,1050,230271.00
22,1050,230213.00
22,1050,230212.00
22,1050,230243.00
22,1050,230264.00
22,1050,230274.00
22,1050,230268.00
22,1050,230217.00
22,1050,230207.00
22,1050,230207.00
22,1050,230231.00
22,1050,230227.00
22,1050,230237.00
22,1050,230246.00
22,1050,230233.00
22,1050,230182.00
22,1050,230221.00
22,1050,230242.00
22,1050,230218.00
22,1050,230203.00
22,1050,230227.00
22,1050,230191.00
22,1050,230186.00
22,1050,230189.00
22,1050,230241.00
22,1050,230268.00
22,1050,230220.00
22,1050,230235.00
22,1050,230268.00
22,1050,230226.00
22,1050,230229.00
23,1100,241177.00
23,1100,241190.00
23,1100,241192.00
23,1100,241232.00
23,1100,241210.00
23,1100,241208.00
23,1100,241240.00
23,1100,241223.00
23,1100,241180.00
23,1100,241188.00
23,1100,241229.00
23,1100,241201.00
23,1100,241195.00
23,1100,241185.00
23,1100,241193.00
23,1100,241215.00
23,1100,241230.00
23,1100,241195.00
23,1100,241166.00
23,1100,241198.00
23,1100,241206.00
23,1100,241193.00
23,1100,241170.00
23,1100,241174.00
23,1100,241231.00
23,1100,241240.00
23,1100,241211.00
23,1100,241188.00
23,1100,241168.00
23,1100,241176.00
23,1100,241190.00
23,1100,241176.00
23,1100,241187.00
23,1100,241209.00
23,1100,241203.00
23,1100,241185.00
23,1100,241164.00
23,1100,241192.00
23,1100,241214.00
23,1100,241175.00
23,1100,241147.00
23,1100,241172.00
23,1100,241161.00
23,1100,241182.00
23,1100,241173.00
23,1100,241124.00
23,1100,241147.00
23,1100,241194.00
23,1100,241196.00
23,1100,241193.00
23,1100,241164.00
23,1100,241178.00
23,1100,241171.00
23,1100,241134.00
23,1100,241165.00
23,1100,241165.00
23,1100,241153.00
23,1100,241144.00
23,1100,241160.00
23,1100,241144.00
23,1100,241208.00
23,1100,241184.00
23,1100,241172.00
23,1100,241154.00
23,1100,241175.00
23,1100,241202.00
23,1100,241182.00
23,1100,241128.00
23,1100,241136.00
23,1100,241184.00
23,1100,241187.00
23,1100,241204.00
23,1100,241151.00
23,1100,241173.00
23,1100,241197.00
23,1100,241175.00
23,1100,241170.00
23,1100,241174.00
23,1100,241215.00
23,1100,241199.00
23,1100,241160.00
23,1100,241174.00
23,1100,241181.00
23,1100,241186.00
23,1100,241234.00
23,1100,241226.00
23,1100,241149.00
23,1100,241160.00
23,1100,241194.00
23,1100,241178.00
23,1100,241157.00
23,1100,241181.00
23,1100,241177.00
23,1100,241177.00
23,1100,241194.00
23,1100,241200.00
23,1100,241183.00
23,1100,241213.00
23,1100,241187.00
23,1100,241183.00
23,1100,241157.00
23,1100,241164.00
23,1100,241171.00
23,1100,241169.00
23,1100,241185.00
23,1100,241180.00
23,1100,241154.00
23,1100,241188.00
23,1100,241173.00
23,1100,241159.00
23,1100,241167.00
23,1100,241193.00
23,1100,241193.00
23,1100,241181.00
24,1200,263167.00
24,1200,263204.00
24,1200,263194.00
24,1200,263209.00
24,1200,263198.00
24,1200,263175.00
24,1200,263192.00
24,1200,263183.00
24,1200,263158.00
24,1200,263120.00
24,1200,263184.00
24,1200,263236.00
24,1200,263164.00
24,1200,263140.00
24,1200,263176.00
24,1200,263203.00
24,1200,263168.00
24,1200,263135.00
24,1200,263162.00
24,1200,263139.00
24,1200,263137.00
24,1200,263176.00
24,1200,263216.00
24,1200,263209.00
24,1200,263188.00
24,1200,263182.00
24,1200,263152.00
24,1200,263196.00
24,1200,263167.00
24,1200,263154.00
24,1200,263168.00
24,1200,263162.00
24,1200,263181.00
24,1200,263156.00
24,1200,263183.00
24,1200,263212.00
24,1200,263182.00
24,1200,263157.00
24,1200,263194.00
24,1200,263192.00
24,1200,263169.00
24,1200,263160.00
24,1200,263182.00
24,1200,263169.00
24,1200,263149.00
24,1200,263146.00
24,1200,263180.00
24,1200,263175.00
24,1200,263166.00
24,1200,263169.00
24,1200,263175.00
24,1200,263154.00
24,1200,263154.00
24,1200,263176.00
24,1200,263172.00
24,1200,263193.00
24,1200,263202.00
24,1200,263167.00
24,1200,263168.00
24,1200,263204.00
24,1200,263143.00
24,1200,263153.00
24,1200,263154.00
24,1200,263141.00
24,1200,263168.00
24,1200,263180.00
24,1200,263188.00
24,1200,263187.00
24,1200,263185.00
24,1200,263177.00
24,1200,263135.00
24,1200,263155.00
24,1200,263189.00
24,1200,263152.00
24,1200,263161.00
24,1200,263158.00
24,1200,263144.00
24,1200,263169.00
24,1200,263179.00
24,1200,263185.00
24,1200,263167.00
24,1200,263146.00
24,1200,263173.00
24,1200,263178.00
24,1200,263165.00
24,1200,263131.00
24,1200,263131.00
24,1200,263143.00
24,1200,263214.00
24,1200,263186.00
24,1200,263178.00
24,1200,263152.00
24,1200,263176.00
24,1200,263219.00
24,1200,263213.00
24,1200,263187.00
24,1200,263124.00
24,1200,263153.00
24,1200,263168.00
24,1200,263169.00
24,1200,263164.00
24,1200,263175.00
24,1200,263178.00
24,1200,263153.00
24,1200,263182.00
24,1200,263193.00
24,1200,263220.00
24,1200,263205.00
24,1200,263145.00
24,1200,263144.00
24,1200,263178.00
24,1200,263135.00
24,1200,263109.00
24,1200,263140.00
25,1250,274182.00
25,1250,274146.00
25,1250,274138.00
25,1250,274173.00
25,1250,274161.00
25,1250,274120.00
25,1250,274172.00
25,1250,274206.00
25,1250,274173.00
25,1250,274202.00
25,1250,274223.00
25,1250,274189.00
25,1250,274190.00
25,1250,274170.00
25,1250,274148.00
25,1250,274152.00
25,1250,274171.00
25,1250,274182.00
25,1250,274169.00
25,1250,274129.00
25,1250,274146.00
25,1250,274161.00
25,1250,274183.00
25,1250,274207.00
25,1250,274155.00
25,1250,274142.00
25,1250,274170.00
25,1250,274212.00
25,1250,274194.00
25,1250,274173.00
25,1250,274179.00
25,1250,274126.00
25,1250,274122.00
25,1250,274144.00
25,1250,274134.00
25,1250,274185.00
25,1250,274239.00
25,1250,274173.00
25,1250,274134.00
25,1250,274137.00
25,1250,274157.00
25,1250,274188.00
25,1250,274194.00
25,1250,274177.00
25,1250,274162.00
25,1250,274139.00
25,1250,274144.00
25,1250,274204.00
25,1250,274226.00
25,1250,274200.00
25,1250,274167.00
25,1250,274167.00
25,1250,274144.00
25,1250,274131.00
25,1250,274140.00
25,1250,274184.00
25,1250,274184.00
25,1250,274141.00
25,1250,274125.00
25,1250,274149.00
25,1250,274136.00
25,1250,274127.00
25,1250,274240.00
25,1250,274218.00
25,1250,274148.00
25,1250,274155.00
25,1250,274190.00
25,1250,274216.00
25,1250,274195.00
25,1250,274136.00
25,1250,274132.00
25,1250,274122.00
25,1250,274141.00
25,1250,274168.00
25,1250,274188.00
25,1250,274175.00
25,1250,274154.00
25,1250,274174.00
25,1250,274160.00
25,1250,274151.00
25,1250,274197.00
25,1250,274185.00
25,1250,274164.00
25,1250,274133.00
25,1250,274158.00
25,1250,274197.00
25,1250,274158.00
25,1250,274189.00
25,1250,274212.00
25,1250,274168.00
25,1250,274117.00
25,1250,274128.00
25,1250,274136.00
25,1250,274173.00
25,1250,274172.00
25,1250,274162.00
25,1250,274142.00
25,1250,274114.00
25,1250,274116.00
25,1250,274108.00
25,1250,274100.00
25,1250,274138.00
25,1250,274178.00
25,1250,274191.00
25,1250,274175.00
25,1250,274150.00
25,1250,274169.00
25,1250,274209.00
25,1250,274195.00
25,1250,274181.00
25,1250,274171.00
25,1250,274127.00
25,1250,274084.00
25,1250,274145.00
26,1300,285109.00
26,1300,285052.00
26,1300,285035.00
26,1300,285063.00
26,1300,285072.00
26,1300,285093.00
26,1300,285127.00
26,1300,285098.00
26,1300,285059.00
26,1300,285036.00
26,1300,285066.00
26,1300,285080.00
26,1300,285076.00
26,1300,285064.00
26,1300,285074.00
26,1300,285038.00
26,1300,285075.00
26,1300,285059.00
26,1300,285042.00
26,1300,285030.00
26,1300,285050.00
26,1300,285106.00
26,1300,285129.00
26,1300,285105.00
26,1300,285060.00
26,1300,285033.00
26,1300,285043.00
26,1300,285119.00
26,1300,285110.00
26,1300,285076.00
26,1300,285088.00
26,1300,285093.00
26,1300,285071.00
26,1300,285051.00
26,1300,285019.00
26,1300,285018.00
26,1300,285040.00
26,1300,285079.00
26,1300,285063.00
26,1300,285072.00
26,1300,285082.00
26,1300,285072.00
26,1300,285042.00
26,1300,285048.00
26,1300,285086.00
26,1300,285103.00
26,1300,285078.00
26,1300,285076.00
26,1300,285053.00
26,1300,285005.00
26,1300,285018.00
26,1300,285029.00
26,1300,285045.00
26,1300,285054.00
26,1300,285087.00
26,1300,285087.00
26,1300,285066.00
26,1300,285039.00
26,1300,285025.00
26,1300,285044.00
26,1300,285080.00
26,1300,285063.00
26,1300,285085.00
26,1300,285093.00
26,1300,285059.00
26,1300,285099.00
26,1300,285080.00
26,1300,285036.00
26,1300,285054.00
26,1300,285082.00
26,1300,285082.00
26,1300,285088.00
26,1300,285070.00
26,1300,285060.00
26,1300,285069.00
26,1300,285064.00
26,1300,285033.00
26,1300,285059.00
26,1300,285045.00
