Trial,Jaw Distance (mm),PWM,Grasper Force Sensor (Counts),External Force Sensor (Counts),Encoder Value (Pulses)
4,10.2,50,54,26539,-61592
4,10.2,50,54,26544,-61592
4,10.2,50,55,26565,-61592
4,10.2,50,54,26595,-61592
5,10.2,55,80,32388,-62086
5,10.2,55,80,34994,-62086
5,10.2,55,80,34816,-62086
5,10.2,55,78,34696,-62086
5,10.2,55,80,34588,-62086
5,10.2,55,77,34541,-62086
5,10.2,55,79,34502,-62086
5,10.2,55,75,34420,-62086
5,10.2,55,76,34360,-62086
5,10.2,55,77,34335,-62086
5,10.2,55,75,34340,-62086
5,10.2,55,76,34313,-62086
5,10.2,55,76,34249,-62086
5,10.2,55,77,34218,-62086
5,10.2,55,78,34225,-62086
5,10.2,55,80,34236,-62086
5,10.2,55,79,34228,-62086
5,10.2,55,79,34208,-62086
5,10.2,55,78,34209,-62086
5,10.2,55,78,34209,-62086
5,10.2,55,78,34189,-62086
5,10.2,55,78,34133,-62086
5,10.2,55,77,34118,-62086
5,10.2,55,78,34112,-62086
5,10.2,55,78,34108,-62086
5,10.2,55,79,34092,-62086
5,10.2,55,78,34072,-62086
5,10.2,55,78,34075,-62086
5,10.2,55,76,34072,-62086
5,10.2,55,79,34065,-62086
5,10.2,55,78,34044,-62086
5,10.2,55,79,34034,-62086
5,10.2,55,78,33987,-62086
5,10.2,55,78,33988,-62086
5,10.2,55,79,34014,-62086
5,10.2,55,78,34016,-62086
5,10.2,55,77,34000,-62086
5,10.2,55,79,34029,-62086
5,10.2,55,78,34022,-62086
5,10.2,55,76,34004,-62086
5,10.2,55,78,33995,-62086
5,10.2,55,77,33993,-62086
5,10.2,55,78,33981,-62086
5,10.2,55,77,33981,-62086
5,10.2,55,77,33980,-62086
5,10.2,55,77,33909,-62086
5,10.2,55,78,33905,-62086
5,10.2,55,77,33968,-62086
5,10.2,55,78,33977,-62086
5,10.2,55,77,33990,-62086
5,10.2,55,77,33974,-62086
5,10.2,55,75,33938,-62086
5,10.2,55,77,33956,-62086
5,10.2,55,79,33930,-62086
5,10.2,55,77,33928,-62086
5,10.2,55,77,33948,-62086
5,10.2,55,78,33905,-62086
6,10.2,60,98,39060,-62483
6,10.2,60,96,40900,-62483
6,10.2,60,98,40795,-62483
6,10.2,60,98,40706,-62483
6,10.2,60,98,40693,-62483
6,10.2,60,98,40650,-62483
6,10.2,60,96,40614,-62483
6,10.2,60,96,40601,-62483
6,10.2,60,97,40593,-62483
6,10.2,60,97,40539,-62483
6,10.2,60,97,40535,-62483
6,10.2,60,98,40534,-62483
6,10.2,60,98,40487,-62483
6,10.2,60,96,40474,-62483
6,10.2,60,97,40441,-62483
6,10.2,60,97,40449,-62483
6,10.2,60,98,40466,-62483
6,10.2,60,98,40452,-62483
6,10.2,60,98,40418,-62483
6,10.2,60,98,40400,-62483
6,10.2,60,96,40402,-62483
6,10.2,60,97,40385,-62483
6,10.2,60,98,40399,-62483
6,10.2,60,97,40396,-62483
6,10.2,60,97,40367,-62483
6,10.2,60,96,40322,-62483
6,10.2,60,98,40344,-62483
6,10.2,60,96,40341,-62483
6,10.2,60,98,40311,-62483
6,10.2,60,97,40378,-62483
6,10.2,60,97,40356,-62483
6,10.2,60,98,40309,-62483
6,10.2,60,96,40281,-62483
6,10.2,60,96,40293,-62483
6,10.2,60,98,40265,-62483
6,10.2,60,98,40277,-62483
6,10.2,60,97,40262,-62483
6,10.2,60,97,40243,-62483
6,10.2,60,97,40279,-62483
6,10.2,60,98,40273,-62483
6,10.2,60,96,40242,-62483
6,10.2,60,97,40230,-62483
6,10.2,60,97,40215,-62483
6,10.2,60,96,40238,-62483
6,10.2,60,96,40242,-62483
6,10.2,60,96,40258,-62483
6,10.2,60,96,40237,-62483
6,10.2,60,97,40197,-62483
6,10.2,60,97,40194,-62483
6,10.2,60,97,40162,-62483
6,10.2,60,98,40141,-62483
6,10.2,60,96,40161,-62483
6,10.2,60,95,40175,-62483
6,10.2,60,97,40169,-62483
6,10.2,60,94,40171,-62483
6,10.2,60,96,40197,-62483
6,10.2,60,96,40207,-62483
7,10.2,65,112,44918,-62892
7,10.2,65,114,47949,-62892
7,10.2,65,113,48028,-62892
7,10.2,65,111,48039,-62892
7,10.2,65,112,48026,-62892
7,10.2,65,112,47946,-62892
7,10.2,65,112,47948,-62892
7,10.2,65,113,47918,-62892
7,10.2,65,113,47878,-62892
7,10.2,65,113,47890,-62892
7,10.2,65,113,47907,-62892
7,10.2,65,113,47889,-62892
7,10.2,65,112,47890,-62892
7,10.2,65,113,47845,-62892
7,10.2,65,113,47812,-62892
7,10.2,65,113,47818,-62892
7,10.2,65,113,47810,-62892
7,10.2,65,113,47777,-62892
7,10.2,65,112,47789,-62892
7,10.2,65,112,47773,-62892
7,10.2,65,113,47735,-62892
7,10.2,65,113,47713,-62892
7,10.2,65,113,47724,-62892
7,10.2,65,112,47708,-62892
7,10.2,65,112,47708,-62892
7,10.2,65,112,47728,-62892
7,10.2,65,113,47737,-62892
7,10.2,65,112,47725,-62892
7,10.2,65,112,47714,-62892
7,10.2,65,112,47686,-62892
7,10.2,65,111,47654,-62892
7,10.2,65,112,47689,-62892
7,10.2,65,110,47742,-62892
7,10.2,65,111,47670,-62892
7,10.2,65,111,47623,-62892
7,10.2,65,112,47635,-62892
7,10.2,65,111,47632,-62892
7,10.2,65,111,47631,-62892
7,10.2,65,112,47654,-62892
7,10.2,65,113,47624,-62892
7,10.2,65,113,47642,-62892
7,10.2,65,101,47647,-62892
7,10.2,65,113,47651,-62892
7,10.2,65,112,47632,-62892
7,10.2,65,112,47640,-62892
7,10.2,65,112,47630,-62892
7,10.2,65,112,47597,-62892
7,10.2,65,112,47597,-62892
7,10.2,65,112,47600,-62892
7,10.2,65,112,47655,-62892
7,10.2,65,112,47609,-62892
7,10.2,65,110,47592,-62892
7,10.2,65,112,47578,-62892
7,10.2,65,112,47592,-62892
7,10.2,65,112,47595,-62892
7,10.2,65,112,47567,-62892
7,10.2,65,109,47594,-62892
8,10.2,70,131,54173,-63416
8,10.2,70,132,58086,-63416
8,10.2,70,131,58259,-63416
8,10.2,70,130,58276,-63416
8,10.2,70,131,58194,-63416
8,10.2,70,131,58170,-63416
8,10.2,70,131,58125,-63416
8,10.2,70,132,58067,-63416
8,10.2,70,131,58041,-63416
8,10.2,70,131,58049,-63416
8,10.2,70,130,58044,-63416
8,10.2,70,131,58031,-63416
8,10.2,70,129,57992,-63416
8,10.2,70,129,58003,-63416
8,10.2,70,130,57993,-63416
8,10.2,70,129,58006,-63416
8,10.2,70,130,57997,-63416
8,10.2,70,131,57923,-63416
8,10.2,70,130,57945,-63416
8,10.2,70,128,57952,-63416
8,10.2,70,130,57918,-63416
8,10.2,70,130,57889,-63416
8,10.2,70,131,57921,-63416
8,10.2,70,130,57903,-63416
8,10.2,70,128,57882,-63416
8,10.2,70,129,57888,-63416
8,10.2,70,129,57902,-63416
8,10.2,70,129,57855,-63416
8,10.2,70,129,57824,-63416
8,10.2,70,129,57795,-63416
8,10.2,70,129,57775,-63416
8,10.2,70,127,57848,-63416
8,10.2,70,128,57845,-63416
8,10.2,70,128,57785,-63416
8,10.2,70,129,57793,-63416
8,10.2,70,129,57797,-63416
8,10.2,70,130,57833,-63416
8,10.2,70,130,57797,-63416
8,10.2,70,130,57731,-63416
8,10.2,70,130,57782,-63416
8,10.2,70,129,57796,-63416
8,10.2,70,130,57796,-63416
8,10.2,70,130,57808,-63416
8,10.2,70,130,57777,-63416
8,10.2,70,131,57768,-63416
8,10.2,70,130,57788,-63416
8,10.2,70,130,57769,-63416
8,10.2,70,130,57777,-63416
8,10.2,70,130,57798,-63416
8,10.2,70,130,57778,-63416
8,10.2,70,130,57746,-63416
8,10.2,70,130,57708,-63416
8,10.2,70,130,57691,-63416
8,10.2,70,130,57658,-63416
8,10.2,70,131,57695,-63416
8,10.2,70,131,57716,-63416
8,10.2,70,129,57735,-63416
9,10.2,75,139,61381,-63709
9,10.2,75,140,64111,-63709
9,10.2,75,140,64164,-63709
9,10.2,75,140,64130,-63709
9,10.2,75,138,64068,-63709
9,10.2,75,139,64044,-63709
9,10.2,75,139,64040,-63709
9,10.2,75,138,64049,-63709
9,10.2,75,138,64044,-63709
9,10.2,75,138,63994,-63709
9,10.2,75,139,63976,-63709
9,10.2,75,138,63963,-63709
9,10.2,75,139,63975,-63709
9,10.2,75,139,63964,-63709
9,10.2,75,139,63969,-63709
9,10.2,75,139,63927,-63709
9,10.2,75,139,63910,-63709
9,10.2,75,139,63934,-63709
9,10.2,75,138,63898,-63709
9,10.2,75,138,63845,-63709
9,10.2,75,138,63845,-63709
9,10.2,75,138,63881,-63709
9,10.2,75,139,63901,-63709
9,10.2,75,139,63851,-63709
9,10.2,75,139,63815,-63709
9,10.2,75,139,63839,-63709
9,10.2,75,139,63854,-63709
9,10.2,75,139,63830,-63709
9,10.2,75,138,63791,-63709
9,10.2,75,138,63810,-63709
9,10.2,75,137,63795,-63709
9,10.2,75,137,63768,-63709
9,10.2,75,137,63768,-63709
9,10.2,75,137,63780,-63709
9,10.2,75,138,63768,-63709
9,10.2,75,138,63765,-63709
9,10.2,75,138,63771,-63709
9,10.2,75,138,63808,-63709
9,10.2,75,136,63768,-63709
9,10.2,75,136,63737,-63709
9,10.2,75,137,63764,-63709
9,10.2,75,137,63756,-63709
9,10.2,75,138,63730,-63709
9,10.2,75,138,63705,-63709
9,10.2,75,138,63696,-63709
9,10.2,75,138,63707,-63709
9,10.2,75,138,63701,-63709
9,10.2,75,139,63717,-63709
9,10.2,75,139,63730,-63709
9,10.2,75,138,63696,-63709
9,10.2,75,138,63706,-63709
9,10.2,75,137,63711,-63709
9,10.2,75,137,63719,-63709
9,10.2,75,138,63718,-63709
9,10.2,75,138,63703,-63709
9,10.2,75,138,63709,-63709
9,10.2,75,137,63696,-63709
10,10.2,80,155,69881,-64162
10,10.2,80,154,73428,-64162
10,10.2,80,155,73586,-64162
10,10.2,80,155,73597,-64162
10,10.2,80,154,73572,-64162
10,10.2,80,155,73561,-64162
10,10.2,80,155,73582,-64162
10,10.2,80,155,73569,-64162
10,10.2,80,154,73544,-64162
10,10.2,80,154,73582,-64162
10,10.2,80,154,73515,-64162
10,10.2,80,154,73514,-64162
10,10.2,80,154,73525,-64162
10,10.2,80,154,73513,-64162
10,10.2,80,153,73496,-64162
10,10.2,80,155,73484,-64162
10,10.2,80,154,73463,-64162
10,10.2,80,153,73467,-64162
10,10.2,80,153,73438,-64162
10,10.2,80,154,73449,-64162
10,10.2,80,152,73451,-64162
10,10.2,80,152,73439,-64162
10,10.2,80,152,73380,-64162
10,10.2,80,153,73403,-64162
10,10.2,80,151,73428,-64162
10,10.2,80,151,73402,-64162
10,10.2,80,153,73418,-64162
10,10.2,80,154,73423,-64163
10,10.2,80,154,73401,-64163
10,10.2,80,153,73398,-64163
10,10.2,80,153,73385,-64163
10,10.2,80,153,73352,-64163
10,10.2,80,152,73363,-64163
10,10.2,80,153,73341,-64163
10,10.2,80,152,73341,-64163
10,10.2,80,150,73340,-64163
10,10.2,80,153,73341,-64163
10,10.2,80,153,73346,-64163
10,10.2,80,153,73340,-64163
10,10.2,80,152,73326,-64163
10,10.2,80,152,73339,-64163
10,10.2,80,153,73353,-64163
10,10.2,80,153,73362,-64163
10,10.2,80,153,73361,-64163
10,10.2,80,153,73324,-64163
10,10.2,80,153,73281,-64163
10,10.2,80,152,73286,-64163
10,10.2,80,152,73279,-64163
10,10.2,80,153,73306,-64163
10,10.2,80,153,73283,-64163
10,10.2,80,153,73279,-64163
10,10.2,80,153,73308,-64163
10,10.2,80,153,73305,-64163
10,10.2,80,153,73328,-64163
10,10.2,80,152,73320,-64163
10,10.2,80,153,73321,-64163
10,10.2,80,153,73296,-64163
11,10.2,85,168,77598,-64543
11,10.2,85,169,81521,-64543
11,10.2,85,168,81758,-64543
11,10.2,85,168,81745,-64543
11,10.2,85,168,81719,-64543
11,10.2,85,168,81710,-64543
11,10.2,85,167,81714,-64543
11,10.2,85,167,81709,-64543
11,10.2,85,168,81737,-64543
11,10.2,85,169,81714,-64543
11,10.2,85,168,81674,-64543
11,10.2,85,168,81657,-64543
11,10.2,85,166,81668,-64543
11,10.2,85,167,81654,-64543
11,10.2,85,167,81627,-64543
11,10.2,85,166,81666,-64543
11,10.2,85,165,81625,-64543
11,10.2,85,167,81599,-64543
11,10.2,85,167,81597,-64543
11,10.2,85,168,81587,-64543
11,10.2,85,168,81587,-64543
11,10.2,85,168,81657,-64543
11,10.2,85,168,81628,-64543
11,10.2,85,167,81615,-64543
11,10.2,85,166,81630,-64543
11,10.2,85,167,81625,-64543
11,10.2,85,167,81583,-64543
11,10.2,85,167,81554,-64543
11,10.2,85,168,81550,-64543
11,10.2,85,169,81591,-64543
11,10.2,85,168,81541,-64543
11,10.2,85,167,81527,-64543
11,10.2,85,166,81536,-64543
11,10.2,85,166,81536,-64543
11,10.2,85,167,81560,-64543
11,10.2,85,166,81579,-64543
11,10.2,85,166,81557,-64543
11,10.2,85,167,81540,-64543
11,10.2,85,168,81555,-64543
11,10.2,85,167,81540,-64543
11,10.2,85,167,81511,-64543
11,10.2,85,167,81493,-64543
11,10.2,85,167,81498,-64543
11,10.2,85,168,81555,-64543
11,10.2,85,166,81582,-64543
11,10.2,85,167,81570,-64543
11,10.2,85,167,81524,-64543
11,10.2,85,168,81488,-64543
11,10.2,85,167,81465,-64543
11,10.2,85,167,81465,-64543
11,10.2,85,167,81475,-64543
11,10.2,85,168,81457,-64543
11,10.2,85,168,81478,-64543
11,10.2,85,168,81494,-64543
11,10.2,85,166,81503,-64543
11,10.2,85,166,81454,-64543
11,10.2,85,166,81479,-64543
12,10.2,90,177,83369,-64788
12,10.2,90,177,86698,-64788
12,10.2,90,178,86847,-64788
12,10.2,90,177,86866,-64788
12,10.2,90,176,86862,-64788
12,10.2,90,177,86877,-64788
12,10.2,90,177,86912,-64788
12,10.2,90,177,86883,-64788
12,10.2,90,177,86892,-64788
12,10.2,90,177,86930,-64788
12,10.2,90,177,86902,-64788
12,10.2,90,177,86895,-64788
12,10.2,90,177,86900,-64788
12,10.2,90,177,86860,-64788
12,10.2,90,177,86807,-64788
12,10.2,90,177,86778,-64788
12,10.2,90,177,86792,-64788
12,10.2,90,177,86853,-64788
12,10.2,90,175,86832,-64788
12,10.2,90,176,86801,-64788
12,10.2,90,176,86803,-64788
12,10.2,90,176,86797,-64788
12,10.2,90,177,86819,-64788
12,10.2,90,177,86822,-64788
12,10.2,90,176,86840,-64788
12,10.2,90,176,86805,-64788
12,10.2,90,176,86791,-64788
12,10.2,90,177,86767,-64788
12,10.2,90,176,86796,-64788
12,10.2,90,176,86787,-64788
12,10.2,90,176,86778,-64788
12,10.2,90,177,86798,-64788
12,10.2,90,176,86791,-64788
12,10.2,90,176,86744,-64788
12,10.2,90,176,86708,-64788
12,10.2,90,176,86722,-64788
12,10.2,90,176,86745,-64788
12,10.2,90,176,86771,-64788
12,10.2,90,176,86774,-64788
12,10.2,90,177,86718,-64788
12,10.2,90,177,86712,-64788
12,10.2,90,177,86768,-64788
12,10.2,90,176,86744,-64788
12,10.2,90,177,86715,-64788
12,10.2,90,176,86720,-64788
12,10.2,90,177,86779,-64788
12,10.2,90,177,86756,-64788
12,10.2,90,175,86732,-64788
12,10.2,90,175,86752,-64788
12,10.2,90,176,86724,-64788
12,10.2,90,176,86743,-64788
12,10.2,90,176,86715,-64788
12,10.2,90,176,86705,-64788
12,10.2,90,175,86680,-64788
12,10.2,90,176,86680,-64788
12,10.2,90,177,86673,-64788
12,10.2,90,176,86679,-64788
13,10.2,95,190,89519,-65098
13,10.2,95,191,92841,-65098
13,10.2,95,190,93097,-65098
13,10.2,95,191,93121,-65098
13,10.2,95,190,93164,-65098
13,10.2,95,189,93153,-65098
13,10.2,95,189,93118,-65098
13,10.2,95,189,93120,-65098
13,10.2,95,188,93158,-65098
13,10.2,95,189,93178,-65098
13,10.2,95,189,93181,-65098
13,10.2,95,189,93202,-65099
13,10.2,95,190,93191,-65099
13,10.2,95,190,93145,-65099
13,10.2,95,189,93145,-65099
13,10.2,95,190,93131,-65099
13,10.2,95,187,93132,-65099
13,10.2,95,189,93099,-65099
13,10.2,95,189,93106,-65099
13,10.2,95,189,93101,-65099
13,10.2,95,189,93137,-65099
13,10.2,95,189,93132,-65099
13,10.2,95,189,93106,-65099
13,10.2,95,190,93133,-65099
13,10.2,95,189,93118,-65099
13,10.2,95,189,93071,-65099
13,10.2,95,189,93067,-65099
13,10.2,95,188,93049,-65099
13,10.2,95,190,93062,-65099
13,10.2,95,188,93110,-65099
13,10.2,95,189,93085,-65099
13,10.2,95,188,93054,-65099
13,10.2,95,188,93078,-65099
13,10.2,95,188,93084,-65099
13,10.2,95,188,93099,-65099
13,10.2,95,188,93096,-65099
13,10.2,95,188,93099,-65099
13,10.2,95,188,93072,-65099
13,10.2,95,189,93072,-65099
13,10.2,95,189,93039,-65099
13,10.2,95,188,93038,-65099
13,10.2,95,188,92992,-65099
13,10.2,95,189,93019,-65099
13,10.2,95,189,93059,-65099
13,10.2,95,189,93072,-65099
13,10.2,95,189,93047,-65099
13,10.2,95,189,93026,-65099
13,10.2,95,189,93031,-65099
13,10.2,95,189,93056,-65099
13,10.2,95,190,93030,-65099
13,10.2,95,189,93016,-65099
13,10.2,95,189,93007,-65099
13,10.2,95,189,93040,-65099
13,10.2,95,188,93045,-65099
13,10.2,95,187,93017,-65099
13,10.2,95,188,92992,-65099
13,10.2,95,189,93004,-65099
14,10.2,100,205,94924,-65457
14,10.2,100,205,99887,-65457
14,10.2,100,205,100348,-65457
14,10.2,100,206,100405,-65457
14,10.2,100,205,100418,-65457
14,10.2,100,205,100460,-65457
14,10.2,100,204,100488,-65457
14,10.2,100,205,100481,-65457
14,10.2,100,205,100505,-65457
14,10.2,100,204,100484,-65457
14,10.2,100,202,100482,-65457
14,10.2,100,204,100485,-65457
14,10.2,100,205,100478,-65457
14,10.2,100,205,100488,-65457
14,10.2,100,203,100444,-65457
14,10.2,100,205,100427,-65457
14,10.2,100,204,100499,-65457
