Trial,Jaw Distance (mm),PWM,Grasper Force Sensor (Counts),External Force Sensor (Counts),Encoder Value (Pulses)
7,20.4,65,205,78201,-73607
7,20.4,65,206,80185,-73607
7,20.4,65,204,80391,-73607
7,20.4,65,204,80472,-73607
7,20.4,65,204,80547,-73607
7,20.4,65,204,80609,-73607
7,20.4,65,202,80625,-73607
7,20.4,65,204,80633,-73607
7,20.4,65,203,80615,-73607
7,20.4,65,204,80593,-73607
7,20.4,65,204,80663,-73607
7,20.4,65,202,80700,-73607
7,20.4,65,202,80681,-73607
7,20.4,65,203,80690,-73607
7,20.4,65,202,80686,-73607
7,20.4,65,201,80655,-73607
7,20.4,65,202,80667,-73607
7,20.4,65,203,80678,-73607
7,20.4,65,201,80721,-73607
7,20.4,65,203,80733,-73607
7,20.4,65,203,80769,-73607
7,20.4,65,202,80726,-73607
7,20.4,65,203,80697,-73607
7,20.4,65,202,80735,-73607
7,20.4,65,202,80765,-73607
7,20.4,65,202,80720,-73607
7,20.4,65,203,80747,-73607
7,20.4,65,203,80748,-73607
7,20.4,65,200,80752,-73607
7,20.4,65,201,80764,-73607
7,20.4,65,201,80743,-73607
7,20.4,65,201,80745,-73607
7,20.4,65,201,80751,-73607
7,20.4,65,202,80770,-73607
7,20.4,65,200,80736,-73607
7,20.4,65,198,80702,-73607
7,20.4,65,200,80725,-73607
7,20.4,65,201,80735,-73607
7,20.4,65,201,80722,-73607
7,20.4,65,203,80727,-73607
7,20.4,65,202,80767,-73607
7,20.4,65,203,80750,-73607
7,20.4,65,200,80750,-73607
7,20.4,65,203,80711,-73607
7,20.4,65,203,80715,-73607
7,20.4,65,202,80726,-73607
7,20.4,65,203,80737,-73607
7,20.4,65,202,80762,-73607
7,20.4,65,201,80793,-73607
7,20.4,65,203,80794,-73607
7,20.4,65,201,80764,-73607
7,20.4,65,201,80771,-73607
7,20.4,65,202,80749,-73607
7,20.4,65,197,80781,-73607
7,20.4,65,201,80786,-73607
7,20.4,65,201,80776,-73607
7,20.4,65,200,80739,-73607
8,20.4,70,229,76512,-73936
8,20.4,70,228,86015,-73936
8,20.4,70,228,87459,-73936
8,20.4,70,229,87647,-73936
8,20.4,70,229,87707,-73936
8,20.4,70,226,87741,-73936
8,20.4,70,229,87810,-73936
8,20.4,70,228,87830,-73936
8,20.4,70,227,87864,-73936
8,20.4,70,226,87895,-73936
8,20.4,70,227,87911,-73936
8,20.4,70,226,87930,-73936
8,20.4,70,225,87934,-73936
8,20.4,70,227,87972,-73936
8,20.4,70,227,87978,-73936
8,20.4,70,227,87939,-73936
8,20.4,70,227,87953,-73936
8,20.4,70,226,87945,-73936
8,20.4,70,226,87968,-73936
8,20.4,70,226,87958,-73936
8,20.4,70,227,87911,-73936
8,20.4,70,224,87936,-73936
8,20.4,70,225,87935,-73936
8,20.4,70,228,87916,-73936
8,20.4,70,226,87919,-73936
8,20.4,70,226,87927,-73936
8,20.4,70,226,87972,-73936
8,20.4,70,227,88006,-73936
8,20.4,70,226,87985,-73936
8,20.4,70,225,87962,-73936
8,20.4,70,227,87977,-73936
8,20.4,70,228,87954,-73936
8,20.4,70,227,87975,-73936
8,20.4,70,224,87966,-73936
8,20.4,70,226,87928,-73936
8,20.4,70,224,87951,-73936
8,20.4,70,226,87980,-73936
8,20.4,70,226,87975,-73936
8,20.4,70,228,87963,-73936
8,20.4,70,226,87944,-73936
8,20.4,70,225,87955,-73936
8,20.4,70,227,87966,-73936
8,20.4,70,226,87943,-73936
8,20.4,70,227,87986,-73936
8,20.4,70,227,87983,-73936
8,20.4,70,226,87953,-73936
8,20.4,70,226,87970,-73936
8,20.4,70,226,87953,-73936
8,20.4,70,225,87968,-73936
8,20.4,70,227,87926,-73936
8,20.4,70,226,87954,-73936
8,20.4,70,225,87989,-73936
8,20.4,70,225,87994,-73936
8,20.4,70,226,88034,-73936
8,20.4,70,226,88020,-73936
8,20.4,70,226,87942,-73936
8,20.4,70,227,87945,-73936
8,20.4,70,226,87966,-73936
9,20.4,75,260,84235,-74493
9,20.4,75,260,96826,-74493
9,20.4,75,260,99544,-74493
9,20.4,75,260,99838,-74493
9,20.4,75,259,100005,-74493
9,20.4,75,259,100065,-74493
9,20.4,75,259,100074,-74493
9,20.4,75,260,100133,-74493
9,20.4,75,259,100116,-74493
9,20.4,75,258,100144,-74493
9,20.4,75,259,100200,-74493
9,20.4,75,258,100239,-74493
9,20.4,75,257,100199,-74493
9,20.4,75,259,100201,-74493
9,20.4,75,258,100201,-74493
9,20.4,75,256,100207,-74493
9,20.4,75,259,100230,-74493
9,20.4,75,259,100260,-74493
9,20.4,75,257,100228,-74493
9,20.4,75,258,100174,-74493
9,20.4,75,258,100198,-74493
9,20.4,75,255,100225,-74493
9,20.4,75,258,100214,-74493
9,20.4,75,257,100230,-74493
9,20.4,75,259,100248,-74493
9,20.4,75,258,100244,-74493
9,20.4,75,258,100220,-74493
9,20.4,75,257,100219,-74493
9,20.4,75,257,100231,-74493
9,20.4,75,259,100271,-74493
9,20.4,75,258,100301,-74493
9,20.4,75,258,100263,-74493
9,20.4,75,259,100272,-74493
9,20.4,75,257,100227,-74493
9,20.4,75,260,100122,-74493
9,20.4,75,255,100178,-74493
9,20.4,75,257,100245,-74493
9,20.4,75,257,100214,-74493
9,20.4,75,258,100249,-74493
9,20.4,75,260,100312,-74493
9,20.4,75,257,100331,-74493
9,20.4,75,257,100246,-74493
9,20.4,75,257,100224,-74493
9,20.4,75,258,100253,-74493
9,20.4,75,256,100253,-74493
9,20.4,75,257,100206,-74493
9,20.4,75,256,100215,-74493
9,20.4,75,257,100211,-74493
9,20.4,75,258,100215,-74493
9,20.4,75,258,100211,-74493
9,20.4,75,257,100202,-74493
9,20.4,75,256,100204,-74493
9,20.4,75,257,100237,-74493
9,20.4,75,256,100236,-74493
9,20.4,75,257,100229,-74493
9,20.4,75,256,100216,-74493
9,20.4,75,258,100210,-74493
9,20.4,75,256,100227,-74493
10,20.4,80,277,94746,-74816
10,20.4,80,277,104686,-74816
10,20.4,80,274,106244,-74816
10,20.4,80,276,106446,-74816
10,20.4,80,276,106558,-74816
10,20.4,80,274,106624,-74816
10,20.4,80,275,106692,-74816
10,20.4,80,275,106734,-74816
10,20.4,80,274,106763,-74816
10,20.4,80,273,106763,-74816
10,20.4,80,275,106773,-74816
10,20.4,80,274,106794,-74816
10,20.4,80,273,106800,-74816
10,20.4,80,275,106766,-74816
10,20.4,80,274,106772,-74816
10,20.4,80,274,106839,-74816
10,20.4,80,273,106839,-74816
10,20.4,80,274,106851,-74816
10,20.4,80,274,106858,-74816
10,20.4,80,274,106833,-74816
10,20.4,80,273,106858,-74816
10,20.4,80,272,106850,-74816
10,20.4,80,274,106861,-74816
10,20.4,80,273,106850,-74816
10,20.4,80,273,106832,-74816
10,20.4,80,274,106839,-74816
10,20.4,80,272,106857,-74816
10,20.4,80,273,106859,-74816
10,20.4,80,273,106842,-74816
10,20.4,80,273,106865,-74816
10,20.4,80,273,106869,-74816
10,20.4,80,274,106857,-74816
10,20.4,80,274,106850,-74816
10,20.4,80,273,106840,-74816
10,20.4,80,274,106855,-74816
10,20.4,80,273,106814,-74816
10,20.4,80,272,106798,-74816
10,20.4,80,273,106846,-74816
10,20.4,80,272,106876,-74816
10,20.4,80,271,106880,-74816
10,20.4,80,274,106842,-74816
10,20.4,80,273,106842,-74816
10,20.4,80,273,106879,-74816
10,20.4,80,273,106894,-74816
10,20.4,80,272,106880,-74816
10,20.4,80,274,106849,-74816
10,20.4,80,273,106838,-74816
10,20.4,80,271,106815,-74816
10,20.4,80,273,106850,-74816
10,20.4,80,272,106843,-74816
10,20.4,80,271,106868,-74816
10,20.4,80,273,106832,-74816
10,20.4,80,272,106824,-74816
10,20.4,80,273,106818,-74816
10,20.4,80,272,106878,-74816
10,20.4,80,272,106953,-74816
10,20.4,80,273,106887,-74816
10,20.4,80,274,106836,-74816
11,20.4,85,303,100208,-75382
11,20.4,85,305,114352,-75382
11,20.4,85,303,117820,-75382
11,20.4,85,302,118224,-75382
11,20.4,85,301,118368,-75382
11,20.4,85,301,118421,-75382
11,20.4,85,301,118492,-75382
11,20.4,85,301,118523,-75382
11,20.4,85,301,118532,-75382
11,20.4,85,301,118547,-75382
11,20.4,85,301,118563,-75382
11,20.4,85,301,118568,-75382
11,20.4,85,299,118595,-75382
11,20.4,85,301,118577,-75382
11,20.4,85,301,118593,-75382
11,20.4,85,301,118635,-75382
11,20.4,85,299,118611,-75382
11,20.4,85,301,118608,-75382
11,20.4,85,301,118591,-75382
11,20.4,85,298,118603,-75382
11,20.4,85,300,118615,-75382
11,20.4,85,299,118602,-75382
11,20.4,85,300,118571,-75382
11,20.4,85,301,118569,-75382
11,20.4,85,300,118581,-75382
11,20.4,85,299,118588,-75382
11,20.4,85,300,118620,-75382
11,20.4,85,300,118599,-75382
11,20.4,85,299,118586,-75382
11,20.4,85,299,118588,-75382
11,20.4,85,298,118562,-75382
11,20.4,85,300,118607,-75382
11,20.4,85,299,118603,-75382
11,20.4,85,299,118588,-75382
11,20.4,85,299,118593,-75382
11,20.4,85,296,118585,-75382
11,20.4,85,298,118539,-75382
11,20.4,85,297,118556,-75382
11,20.4,85,298,118617,-75382
11,20.4,85,297,118632,-75382
11,20.4,85,295,118603,-75382
11,20.4,85,298,118592,-75382
11,20.4,85,297,118584,-75382
11,20.4,85,298,118587,-75382
11,20.4,85,298,118603,-75382
11,20.4,85,298,118604,-75382
11,20.4,85,298,118579,-75382
11,20.4,85,298,118556,-75382
11,20.4,85,298,118556,-75382
11,20.4,85,297,118566,-75382
11,20.4,85,298,118547,-75382
11,20.4,85,299,118581,-75382
11,20.4,85,299,118567,-75382
11,20.4,85,298,118587,-75382
11,20.4,85,297,118580,-75382
11,20.4,85,297,118536,-75382
11,20.4,85,299,118560,-75382
11,20.4,85,297,118554,-75382
12,20.4,90,323,112446,-75800
12,20.4,90,319,124598,-75800
12,20.4,90,322,127001,-75800
12,20.4,90,321,127285,-75800
12,20.4,90,320,127437,-75800
12,20.4,90,318,127505,-75800
12,20.4,90,320,127534,-75800
12,20.4,90,319,127547,-75800
12,20.4,90,320,127512,-75800
12,20.4,90,319,127524,-75800
12,20.4,90,319,127571,-75800
12,20.4,90,318,127568,-75800
12,20.4,90,319,127533,-75800
12,20.4,90,318,127573,-75800
12,20.4,90,318,127587,-75800
12,20.4,90,320,127590,-75800
12,20.4,90,318,127584,-75800
12,20.4,90,318,127582,-75800
12,20.4,90,319,127576,-75800
12,20.4,90,318,127587,-75800
12,20.4,90,318,127590,-75800
12,20.4,90,318,127608,-75800
12,20.4,90,317,127588,-75800
12,20.4,90,317,127590,-75800
12,20.4,90,317,127588,-75800
12,20.4,90,317,127579,-75800
12,20.4,90,317,127604,-75800
12,20.4,90,316,127589,-75800
12,20.4,90,317,127608,-75800
12,20.4,90,317,127611,-75800
12,20.4,90,318,127601,-75800
12,20.4,90,318,127593,-75800
12,20.4,90,318,127592,-75800
12,20.4,90,316,127609,-75800
12,20.4,90,317,127626,-75800
12,20.4,90,317,127637,-75800
12,20.4,90,318,127596,-75800
12,20.4,90,316,127561,-75800
12,20.4,90,317,127572,-75800
12,20.4,90,318,127565,-75800
12,20.4,90,317,127546,-75800
12,20.4,90,318,127528,-75800
12,20.4,90,316,127563,-75800
12,20.4,90,315,127561,-75800
12,20.4,90,317,127565,-75800
12,20.4,90,317,127567,-75800
12,20.4,90,318,127566,-75800
12,20.4,90,317,127540,-75800
12,20.4,90,314,127569,-75800
12,20.4,90,317,127560,-75800
12,20.4,90,316,127560,-75800
12,20.4,90,318,127547,-75800
12,20.4,90,317,127545,-75800
12,20.4,90,316,127565,-75800
12,20.4,90,316,127581,-75800
12,20.4,90,317,127564,-75800
12,20.4,90,317,127531,-75800
12,20.4,90,317,127556,-75800
13,20.4,95,339,119693,-76196
13,20.4,95,339,132153,-76196
13,20.4,95,338,134889,-76196
13,20.4,95,337,135236,-76196
13,20.4,95,337,135338,-76196
13,20.4,95,337,135406,-76196
13,20.4,95,335,135478,-76196
13,20.4,95,336,135491,-76196
13,20.4,95,336,135514,-76196
13,20.4,95,337,135531,-76196
13,20.4,95,336,135534,-76196
13,20.4,95,336,135501,-76196
13,20.4,95,335,135542,-76196
13,20.4,95,335,135540,-76196
13,20.4,95,337,135526,-76196
13,20.4,95,333,135540,-76196
13,20.4,95,336,135571,-76196
13,20.4,95,334,135598,-76196
13,20.4,95,335,135597,-76196
13,20.4,95,334,135647,-76196
13,20.4,95,335,135618,-76196
13,20.4,95,335,135578,-76196
13,20.4,95,336,135573,-76196
13,20.4,95,335,135549,-76196
13,20.4,95,335,135495,-76196
13,20.4,95,334,135542,-76196
13,20.4,95,336,135593,-76196
13,20.4,95,335,135591,-76196
13,20.4,95,334,135601,-76196
13,20.4,95,333,135597,-76196
13,20.4,95,334,135617,-76196
13,20.4,95,334,135597,-76196
13,20.4,95,331,135597,-76196
13,20.4,95,334,135564,-76196
13,20.4,95,334,135532,-76196
13,20.4,95,335,135562,-76196
13,20.4,95,334,135569,-76196
13,20.4,95,335,135567,-76196
13,20.4,95,334,135610,-76196
13,20.4,95,335,135586,-76196
13,20.4,95,334,135544,-76196
13,20.4,95,334,135563,-76196
13,20.4,95,334,135585,-76196
13,20.4,95,335,135565,-76196
13,20.4,95,334,135536,-76196
13,20.4,95,334,135564,-76196
13,20.4,95,334,135546,-76196
13,20.4,95,334,135545,-76196
13,20.4,95,334,135547,-76196
13,20.4,95,334,135536,-76196
13,20.4,95,334,135564,-76196
13,20.4,95,334,135576,-76196
13,20.4,95,332,135538,-76196
13,20.4,95,334,135562,-76196
13,20.4,95,333,135570,-76196
13,20.4,95,334,135543,-76196
13,20.4,95,334,135537,-76196
13,20.4,95,332,135542,-76196
14,20.4,100,367,128192,-76743
14,20.4,100,367,142384,-76743
14,20.4,100,365,146183,-76743
14,20.4,100,364,146671,-76743
