Trial,Jaw Distance (mm),PWM,Grasper Force Sensor (Counts),External Force Sensor (Counts),Encoder Value (Pulses)
0,11.0,30,18,10552,-58646
0,11.0,30,21,10568,-58646
0,11.0,30,19,10577,-58646
0,11.0,30,20,10574,-58646
0,11.0,30,20,10601,-58646
0,11.0,30,21,10584,-58646
0,11.0,30,15,10565,-58646
0,11.0,30,17,10565,-58647
0,11.0,30,17,10553,-58647
0,11.0,30,16,10567,-58647
0,11.0,30,19,10532,-58647
0,11.0,30,21,10506,-58647
0,11.0,30,24,10551,-58647
0,11.0,30,24,10593,-58647
0,11.0,30,20,10577,-58647
0,11.0,30,20,10527,-58647
0,11.0,30,21,10549,-58647
0,11.0,30,15,10553,-58647
0,11.0,30,13,10547,-58647
0,11.0,30,18,10566,-58647
0,11.0,30,19,10584,-58648
0,11.0,30,16,10560,-58647
0,11.0,30,21,10602,-58648
0,11.0,30,22,10578,-58648
0,11.0,30,22,10550,-58647
0,11.0,30,22,10606,-58648
0,11.0,30,24,10611,-58648
0,11.0,30,20,10554,-58648
0,11.0,30,20,10526,-58648
0,11.0,30,24,10531,-58648
0,11.0,30,18,10524,-58648
0,11.0,30,15,10514,-58648
0,11.0,30,17,10554,-58648
0,11.0,30,16,10560,-58648
0,11.0,30,16,10591,-58648
0,11.0,30,15,10564,-58648
0,11.0,30,18,10515,-58648
0,11.0,30,17,10490,-58648
0,11.0,30,16,10518,-58648
0,11.0,30,17,10535,-58648
0,11.0,30,14,10611,-58649
0,11.0,30,14,10597,-58649
0,11.0,30,11,10556,-58649
0,11.0,30,17,10550,-58649
0,11.0,30,15,10558,-58649
0,11.0,30,17,10541,-58649
0,11.0,30,17,10561,-58649
0,11.0,30,15,10572,-58649
0,11.0,30,14,10550,-58649
0,11.0,30,15,10551,-58649
0,11.0,30,21,10553,-58649
0,11.0,30,20,10549,-58649
0,11.0,30,22,10539,-58649
0,11.0,30,19,10528,-58649
0,11.0,30,22,10552,-58649
0,11.0,30,23,10554,-58649
0,11.0,30,17,10620,-58649
0,11.0,30,24,10610,-58650
1,11.0,35,13,9049,-57518
1,11.0,35,12,9090,-57518
1,11.0,35,17,9041,-57518
1,11.0,35,12,9059,-57518
1,11.0,35,16,9071,-57518
1,11.0,35,13,9058,-57518
1,11.0,35,13,9060,-57518
1,11.0,35,10,9054,-57518
1,11.0,35,13,9058,-57518
1,11.0,35,15,9036,-57518
1,11.0,35,14,9045,-57518
1,11.0,35,7,9038,-57518
1,11.0,35,13,9065,-57518
1,11.0,35,13,9061,-57518
1,11.0,35,14,9055,-57518
1,11.0,35,11,9039,-57518
