Trial,Jaw Distance (mm),PWM,Grasper Force Sensor (Counts),External Force Sensor (Counts),Encoder Value (Pulses)
1,14.5,35,30,6438,-56196
1,14.5,35,27,6430,-56196
1,14.5,35,29,6452,-56196
1,14.5,35,24,6478,-56196
1,14.5,35,26,6441,-56196
1,14.5,35,24,6382,-56196
1,14.5,35,27,6385,-56196
1,14.5,35,24,6434,-56196
1,14.5,35,29,6454,-56196
1,14.5,35,28,6456,-56196
1,14.5,35,29,6432,-56196
1,14.5,35,27,6422,-56196
1,14.5,35,29,6404,-56196
1,14.5,35,27,6401,-56196
1,14.5,35,26,6453,-56196
1,14.5,35,25,6460,-56196
1,14.5,35,24,6409,-56196
1,14.5,35,25,6375,-56196
1,14.5,35,22,6378,-56196
1,14.5,35,23,6387,-56196
1,14.5,35,25,6431,-56196
1,14.5,35,25,6371,-56196
1,14.5,35,24,6362,-56196
1,14.5,35,25,6376,-56196
1,14.5,35,25,6377,-56196
1,14.5,35,24,6388,-56196
1,14.5,35,24,6429,-56196
1,14.5,35,26,6446,-56196
1,14.5,35,27,6394,-56196
1,14.5,35,26,6406,-56196
1,14.5,35,25,6446,-56196
1,14.5,35,26,6424,-56196
1,14.5,35,24,6415,-56196
1,14.5,35,22,6417,-56196
1,14.5,35,27,6408,-56196
1,14.5,35,22,6416,-56196
1,14.5,35,27,6406,-56196
1,14.5,35,29,6396,-56196
1,14.5,35,24,6414,-56196
1,14.5,35,24,6429,-56196
1,14.5,35,25,6427,-56196
1,14.5,35,22,6428,-56196
2,14.5,40,39,10122,-56703
2,14.5,40,37,12498,-56703
2,14.5,40,38,12335,-56703
2,14.5,40,37,12196,-56703
2,14.5,40,38,12060,-56703
2,14.5,40,36,11973,-56703
2,14.5,40,37,11905,-56703
2,14.5,40,38,11830,-56703
2,14.5,40,39,11766,-56703
2,14.5,40,37,11744,-56703
2,14.5,40,38,11722,-56703
2,14.5,40,38,11677,-56703
2,14.5,40,37,11666,-56703
2,14.5,40,36,11675,-56703
2,14.5,40,36,11637,-56703
2,14.5,40,35,11598,-56703
2,14.5,40,37,11556,-56703
2,14.5,40,38,11523,-56703
2,14.5,40,36,11516,-56703
2,14.5,40,36,11522,-56703
2,14.5,40,37,11522,-56703
2,14.5,40,38,11517,-56703
2,14.5,40,38,11492,-56703
2,14.5,40,38,11477,-56703
2,14.5,40,37,11497,-56703
2,14.5,40,37,11457,-56703
2,14.5,40,37,11460,-56703
2,14.5,40,38,11432,-56703
2,14.5,40,38,11417,-56703
2,14.5,40,37,11397,-56703
2,14.5,40,36,11413,-56703
2,14.5,40,37,11421,-56703
2,14.5,40,36,11396,-56703
2,14.5,40,35,11354,-56703
2,14.5,40,35,11325,-56703
2,14.5,40,36,11381,-56703
2,14.5,40,35,11350,-56703
2,14.5,40,37,11284,-56703
2,14.5,40,36,11308,-56704
2,14.5,40,37,11339,-56704
2,14.5,40,37,11310,-56704
2,14.5,40,38,11280,-56704
2,14.5,40,37,11288,-56704
2,14.5,40,35,11292,-56704
2,14.5,40,37,11312,-56704
2,14.5,40,37,11299,-56704
2,14.5,40,38,11268,-56704
2,14.5,40,38,11279,-56704
2,14.5,40,38,11273,-56704
2,14.5,40,38,11281,-56704
2,14.5,40,37,11267,-56704
2,14.5,40,38,11261,-56704
2,14.5,40,38,11252,-56704
2,14.5,40,37,11261,-56704
2,14.5,40,37,11244,-56704
2,14.5,40,38,11269,-56704
2,14.5,40,37,11257,-56704
3,14.5,45,59,15318,-57158
3,14.5,45,61,17641,-57158
3,14.5,45,59,17451,-57158
3,14.5,45,60,17244,-57158
3,14.5,45,57,17091,-57158
3,14.5,45,57,17040,-57158
3,14.5,45,58,17006,-57158
3,14.5,45,59,16964,-57158
3,14.5,45,58,16891,-57158
3,14.5,45,59,16867,-57158
3,14.5,45,59,16835,-57158
3,14.5,45,58,16783,-57158
3,14.5,45,57,16742,-57158
3,14.5,45,57,16689,-57158
3,14.5,45,58,16669,-57158
3,14.5,45,56,16662,-57158
3,14.5,45,56,16610,-57158
3,14.5,45,57,16639,-57158
3,14.5,45,58,16638,-57158
3,14.5,45,56,16590,-57158
3,14.5,45,56,16570,-57158
3,14.5,45,56,16533,-57158
3,14.5,45,58,16558,-57158
3,14.5,45,57,16548,-57158
3,14.5,45,56,16407,-57158
3,14.5,45,56,16318,-57158
3,14.5,45,57,16262,-57158
3,14.5,45,55,16288,-57158
3,14.5,45,56,16265,-57158
3,14.5,45,56,16307,-57158
3,14.5,45,58,16320,-57158
3,14.5,45,56,16207,-57158
3,14.5,45,55,15893,-57158
3,14.5,45,55,15741,-57158
3,14.5,45,53,15732,-57158
3,14.5,45,56,15773,-57158
3,14.5,45,56,15764,-57158
3,14.5,45,55,15752,-57158
3,14.5,45,54,15740,-57158
3,14.5,45,56,15792,-57158
3,14.5,45,56,15820,-57158
3,14.5,45,55,15758,-57158
3,14.5,45,56,15761,-57158
3,14.5,45,55,15769,-57158
3,14.5,45,55,15732,-57158
3,14.5,45,57,15745,-57158
3,14.5,45,55,15798,-57158
3,14.5,45,55,15776,-57158
3,14.5,45,55,15736,-57158
3,14.5,45,55,15740,-57158
3,14.5,45,59,15727,-57158
3,14.5,45,57,15683,-57158
3,14.5,45,56,15723,-57158
3,14.5,45,54,15751,-57158
3,14.5,45,57,15747,-57158
3,14.5,45,56,15706,-57158
3,14.5,45,55,15736,-57158
4,14.5,50,87,22094,-57735
4,14.5,50,84,24804,-57735
4,14.5,50,86,24816,-57735
4,14.5,50,86,24798,-57735
4,14.5,50,86,24826,-57735
4,14.5,50,82,24797,-57735
4,14.5,50,83,24739,-57735
4,14.5,50,83,24707,-57735
4,14.5,50,83,24685,-57735
4,14.5,50,85,24668,-57735
4,14.5,50,86,24622,-57735
4,14.5,50,85,24577,-57735
4,14.5,50,86,24564,-57735
4,14.5,50,84,24582,-57735
4,14.5,50,83,24561,-57735
4,14.5,50,84,24547,-57735
4,14.5,50,85,24535,-57735
4,14.5,50,84,24526,-57735
4,14.5,50,84,24504,-57735
4,14.5,50,85,24485,-57735
4,14.5,50,85,24496,-57735
4,14.5,50,83,24461,-57735
4,14.5,50,85,24469,-57735
4,14.5,50,86,24445,-57735
4,14.5,50,85,24429,-57735
4,14.5,50,83,24448,-57735
4,14.5,50,84,24443,-57735
4,14.5,50,85,24407,-57735
4,14.5,50,83,24411,-57735
4,14.5,50,85,24390,-57735
4,14.5,50,85,24337,-57735
4,14.5,50,85,24330,-57735
4,14.5,50,84,24342,-57735
4,14.5,50,85,24377,-57735
4,14.5,50,84,24379,-57735
4,14.5,50,82,24388,-57735
4,14.5,50,84,24345,-57735
4,14.5,50,83,24333,-57735
4,14.5,50,84,24323,-57735
4,14.5,50,85,24318,-57735
4,14.5,50,85,24315,-57735
4,14.5,50,86,24305,-57735
4,14.5,50,85,24301,-57735
4,14.5,50,85,24282,-57735
4,14.5,50,85,24308,-57735
4,14.5,50,84,24303,-57735
4,14.5,50,85,24281,-57735
4,14.5,50,82,24293,-57735
4,14.5,50,84,24298,-57735
4,14.5,50,85,24300,-57735
4,14.5,50,85,24264,-57735
4,14.5,50,83,24281,-57735
4,14.5,50,83,24299,-57735
4,14.5,50,84,24234,-57735
4,14.5,50,85,24218,-57735
4,14.5,50,84,24216,-57735
4,14.5,50,85,24223,-57735
5,14.5,55,111,28700,-58191
5,14.5,55,111,31744,-58191
5,14.5,55,109,31866,-58191
5,14.5,55,109,31898,-58191
5,14.5,55,107,31886,-58191
5,14.5,55,110,31828,-58191
5,14.5,55,109,31834,-58191
5,14.5,55,109,31848,-58191
5,14.5,55,108,31853,-58191
5,14.5,55,110,31796,-58191
5,14.5,55,109,31788,-58191
5,14.5,55,106,31805,-58191
5,14.5,55,108,31741,-58191
5,14.5,55,109,31692,-58191
5,14.5,55,108,31735,-58191
5,14.5,55,108,31711,-58191
5,14.5,55,109,31682,-58191
5,14.5,55,108,31694,-58191
5,14.5,55,109,31688,-58191
5,14.5,55,109,31685,-58191
5,14.5,55,107,31659,-58191
5,14.5,55,108,31657,-58191
5,14.5,55,110,31602,-58191
5,14.5,55,108,31619,-58191
5,14.5,55,106,31618,-58191
5,14.5,55,109,31625,-58191
5,14.5,55,108,31658,-58191
5,14.5,55,108,31670,-58191
5,14.5,55,109,31643,-58191
5,14.5,55,109,31595,-58191
5,14.5,55,109,31602,-58191
5,14.5,55,108,31601,-58191
5,14.5,55,107,31593,-58191
5,14.5,55,109,31580,-58191
5,14.5,55,109,31564,-58191
5,14.5,55,108,31570,-58191
5,14.5,55,108,31546,-58191
5,14.5,55,107,31543,-58191
5,14.5,55,110,31512,-58191
5,14.5,55,107,31500,-58191
5,14.5,55,109,31511,-58191
5,14.5,55,108,31522,-58191
5,14.5,55,106,31501,-58191
5,14.5,55,106,31498,-58191
5,14.5,55,106,31529,-58191
5,14.5,55,108,31508,-58191
5,14.5,55,108,31463,-58191
5,14.5,55,109,31445,-58191
5,14.5,55,108,31433,-58191
5,14.5,55,108,31465,-58191
5,14.5,55,109,31471,-58191
5,14.5,55,109,31458,-58191
5,14.5,55,110,31449,-58191
5,14.5,55,108,31437,-58191
5,14.5,55,109,31455,-58191
5,14.5,55,108,31437,-58191
5,14.5,55,106,31419,-58191
6,14.5,60,129,34565,-58566
6,14.5,60,128,37321,-58566
6,14.5,60,129,37454,-58566
6,14.5,60,127,37458,-58566
6,14.5,60,128,37481,-58566
6,14.5,60,129,37505,-58566
6,14.5,60,128,37447,-58566
6,14.5,60,128,37366,-58566
6,14.5,60,128,37367,-58566
6,14.5,60,127,37380,-58566
6,14.5,60,128,37350,-58566
6,14.5,60,126,37330,-58566
6,14.5,60,127,37304,-58566
6,14.5,60,128,37318,-58566
6,14.5,60,128,37270,-58566
6,14.5,60,127,37261,-58566
6,14.5,60,127,37223,-58566
6,14.5,60,127,37217,-58566
6,14.5,60,128,37195,-58566
6,14.5,60,127,37210,-58566
6,14.5,60,127,37221,-58566
6,14.5,60,127,37213,-58566
6,14.5,60,128,37230,-58566
6,14.5,60,127,37189,-58566
6,14.5,60,126,37174,-58566
6,14.5,60,127,37127,-58566
6,14.5,60,127,37149,-58566
6,14.5,60,127,37161,-58566
6,14.5,60,128,37132,-58566
6,14.5,60,126,37122,-58566
6,14.5,60,127,37141,-58566
6,14.5,60,128,37168,-58566
6,14.5,60,127,37125,-58566
6,14.5,60,126,37043,-58566
6,14.5,60,128,37071,-58566
6,14.5,60,126,37111,-58566
6,14.5,60,127,37131,-58566
6,14.5,60,126,37146,-58566
6,14.5,60,126,37116,-58566
6,14.5,60,127,37062,-58566
6,14.5,60,126,37067,-58566
6,14.5,60,126,37091,-58566
6,14.5,60,127,37060,-58566
6,14.5,60,127,37045,-58566
6,14.5,60,126,37056,-58566
6,14.5,60,126,37019,-58566
6,14.5,60,127,37043,-58566
6,14.5,60,127,37060,-58566
6,14.5,60,126,37060,-58566
6,14.5,60,128,37048,-58566
6,14.5,60,127,36974,-58566
6,14.5,60,127,36977,-58566
6,14.5,60,126,37003,-58566
6,14.5,60,127,37029,-58566
6,14.5,60,128,37032,-58566
6,14.5,60,127,37045,-58566
6,14.5,60,125,37020,-58566
7,14.5,65,147,40490,-59045
7,14.5,65,148,44295,-59045
7,14.5,65,148,44514,-59045
7,14.5,65,147,44495,-59046
7,14.5,65,147,44469,-59046
7,14.5,65,147,44422,-59046
7,14.5,65,146,44454,-59046
7,14.5,65,147,44461,-59046
7,14.5,65,146,44419,-59046
7,14.5,65,147,44364,-59046
7,14.5,65,145,44384,-59046
7,14.5,65,146,44386,-59046
7,14.5,65,147,44405,-59046
7,14.5,65,145,44418,-59046
7,14.5,65,146,44369,-59046
7,14.5,65,147,44342,-59046
7,14.5,65,145,44347,-59046
7,14.5,65,147,44294,-59046
7,14.5,65,146,44292,-59046
7,14.5,65,146,44289,-59046
7,14.5,65,146,44285,-59046
7,14.5,65,145,44291,-59046
7,14.5,65,146,44284,-59046
7,14.5,65,146,44284,-59046
7,14.5,65,146,44262,-59046
7,14.5,65,145,44231,-59046
7,14.5,65,146,44235,-59046
7,14.5,65,145,44249,-59046
7,14.5,65,146,44256,-59046
7,14.5,65,145,44228,-59046
7,14.5,65,146,44199,-59046
7,14.5,65,144,44187,-59046
7,14.5,65,147,44212,-59046
7,14.5,65,144,44257,-59046
7,14.5,65,144,44241,-59046
7,14.5,65,145,44191,-59046
7,14.5,65,145,44157,-59046
7,14.5,65,144,44170,-59046
7,14.5,65,145,44154,-59046
7,14.5,65,145,44158,-59046
7,14.5,65,146,44167,-59046
7,14.5,65,145,44182,-59046
7,14.5,65,144,44129,-59046
7,14.5,65,145,44127,-59046
7,14.5,65,145,44169,-59046
7,14.5,65,145,44159,-59046
7,14.5,65,145,44146,-59046
7,14.5,65,145,44127,-59046
7,14.5,65,145,44146,-59046
7,14.5,65,146,44146,-59046
7,14.5,65,145,44131,-59046
7,14.5,65,145,44151,-59046
7,14.5,65,144,44134,-59046
7,14.5,65,146,44098,-59046
7,14.5,65,145,44118,-59046
7,14.5,65,144,44123,-59046
7,14.5,65,145,44095,-59046
8,14.5,70,163,47641,-59469
8,14.5,70,163,51280,-59469
8,14.5,70,162,51546,-59469
8,14.5,70,163,51597,-59469
8,14.5,70,162,51618,-59469
8,14.5,70,162,51624,-59469
8,14.5,70,162,51565,-59469
8,14.5,70,162,51601,-59469
8,14.5,70,162,51581,-59469
8,14.5,70,161,51537,-59469
8,14.5,70,162,51552,-59469
8,14.5,70,162,51532,-59469
8,14.5,70,161,51553,-59469
8,14.5,70,161,51545,-59469
8,14.5,70,162,51575,-59469
8,14.5,70,162,51580,-59469
8,14.5,70,161,51498,-59469
8,14.5,70,160,51454,-59469
8,14.5,70,162,51470,-59469
8,14.5,70,160,51482,-59469
8,14.5,70,160,51467,-59469
8,14.5,70,161,51469,-59469
8,14.5,70,160,51483,-59469
8,14.5,70,161,51440,-59469
8,14.5,70,161,51411,-59469
8,14.5,70,160,51426,-59469
8,14.5,70,160,51407,-59469
8,14.5,70,161,51411,-59469
8,14.5,70,161,51409,-59469
8,14.5,70,161,51414,-59469
8,14.5,70,161,51423,-59469
8,14.5,70,161,51378,-59469
8,14.5,70,161,51379,-59469
8,14.5,70,161,51407,-59469
8,14.5,70,160,51373,-59469
8,14.5,70,161,51398,-59469
8,14.5,70,161,51388,-59469
8,14.5,70,160,51399,-59469
8,14.5,70,161,51383,-59469
8,14.5,70,160,51342,-59469
8,14.5,70,161,51352,-59469
8,14.5,70,160,51369,-59469
8,14.5,70,161,51359,-59469
8,14.5,70,159,51369,-59469
8,14.5,70,161,51318,-59469
8,14.5,70,161,51360,-59469
8,14.5,70,161,51393,-59469
8,14.5,70,160,51363,-59469
8,14.5,70,159,51415,-59469
8,14.5,70,159,51397,-59469
8,14.5,70,161,51350,-59469
8,14.5,70,160,51339,-59469
8,14.5,70,161,51291,-59469
8,14.5,70,160,51320,-59469
8,14.5,70,161,51336,-59469
8,14.5,70,161,51338,-59469
8,14.5,70,161,51329,-59469
9,14.5,75,178,54087,-59921
9,14.5,75,179,58794,-59921
9,14.5,75,176,59252,-59921
9,14.5,75,178,59318,-59921
9,14.5,75,177,59345,-59921
9,14.5,75,177,59379,-59921
9,14.5,75,178,59391,-59921
9,14.5,75,177,59353,-59921
9,14.5,75,178,59366,-59921
9,14.5,75,178,59408,-59921
9,14.5,75,176,59376,-59921
9,14.5,75,177,59393,-59921
9,14.5,75,177,59378,-59921
9,14.5,75,176,59364,-59921
9,14.5,75,177,59410,-59921
9,14.5,75,178,59428,-59921
9,14.5,75,174,59382,-59921
9,14.5,75,177,59348,-59921
9,14.5,75,177,59336,-59921
9,14.5,75,175,59341,-59921
9,14.5,75,175,59306,-59921
9,14.5,75,177,59296,-59921
9,14.5,75,176,59341,-59921
9,14.5,75,177,59324,-59921
9,14.5,75,177,59307,-59921
9,14.5,75,176,59315,-59921
9,14.5,75,176,59337,-59921
9,14.5,75,174,59368,-59921
9,14.5,75,176,59379,-59921
9,14.5,75,176,59350,-59921
9,14.5,75,175,59373,-59921
9,14.5,75,178,59333,-59921
9,14.5,75,177,59318,-59921
9,14.5,75,177,59361,-59921
9,14.5,75,175,59334,-59921
9,14.5,75,176,59315,-59921
9,14.5,75,176,59311,-59921
9,14.5,75,177,59322,-59921
9,14.5,75,174,59310,-59921
9,14.5,75,175,59317,-59921
9,14.5,75,176,59307,-59921
9,14.5,75,177,59308,-59921
9,14.5,75,177,59267,-59921
9,14.5,75,176,59273,-59921
9,14.5,75,176,59334,-59921
9,14.5,75,175,59318,-59921
9,14.5,75,176,59292,-59921
9,14.5,75,177,59263,-59921
9,14.5,75,176,59253,-59921
9,14.5,75,176,59284,-59921
9,14.5,75,176,59271,-59921
9,14.5,75,176,59221,-59921
9,14.5,75,176,59268,-59921
9,14.5,75,174,59321,-59921
9,14.5,75,175,59316,-59921
9,14.5,75,177,59260,-59921
9,14.5,75,175,59274,-59921
10,14.5,80,189,60499,-60266
10,14.5,80,190,64999,-60266
10,14.5,80,189,65563,-60266
10,14.5,80,189,65615,-60266
10,14.5,80,189,65617,-60266
10,14.5,80,188,65642,-60266
10,14.5,80,188,65657,-60266
10,14.5,80,187,65700,-60266
10,14.5,80,188,65733,-60266
10,14.5,80,189,65661,-60266
10,14.5,80,190,65652,-60266
10,14.5,80,188,65688,-60266
10,14.5,80,188,65656,-60266
10,14.5,80,189,65641,-60266
10,14.5,80,189,65596,-60266
10,14.5,80,188,65612,-60266
10,14.5,80,188,65635,-60266
10,14.5,80,187,65643,-60266
10,14.5,80,188,65641,-60266
10,14.5,80,186,65609,-60266
10,14.5,80,187,65648,-60266
10,14.5,80,186,65674,-60266
10,14.5,80,188,65667,-60266
10,14.5,80,188,65669,-60266
10,14.5,80,186,65659,-60266
10,14.5,80,187,65652,-60266
10,14.5,80,188,65637,-60266
10,14.5,80,187,65613,-60266
10,14.5,80,187,65587,-60266
10,14.5,80,187,65582,-60266
10,14.5,80,188,65608,-60266
10,14.5,80,186,65642,-60266
10,14.5,80,187,65633,-60266
10,14.5,80,188,65594,-60266
10,14.5,80,187,65634,-60266
10,14.5,80,186,65653,-60266
10,14.5,80,187,65626,-60266
10,14.5,80,187,65600,-60266
10,14.5,80,186,65574,-60266
10,14.5,80,187,65580,-60266
10,14.5,80,188,65573,-60266
10,14.5,80,187,65585,-60266
10,14.5,80,187,65579,-60266
10,14.5,80,186,65597,-60266
10,14.5,80,187,65597,-60266
10,14.5,80,187,65594,-60266
10,14.5,80,187,65566,-60266
10,14.5,80,188,65556,-60266
10,14.5,80,187,65587,-60266
10,14.5,80,186,65597,-60266
10,14.5,80,187,65542,-60266
10,14.5,80,186,65554,-60266
10,14.5,80,187,65580,-60266
10,14.5,80,188,65608,-60266
10,14.5,80,186,65597,-60266
10,14.5,80,187,65594,-60266
10,14.5,80,186,65602,-60266
11,14.5,85,204,66800,-60650
11,14.5,85,205,71670,-60650
11,14.5,85,203,72198,-60650
11,14.5,85,204,72295,-60650
11,14.5,85,203,72320,-60650
11,14.5,85,203,72344,-60650
11,14.5,85,203,72347,-60651
11,14.5,85,202,72335,-60651
11,14.5,85,202,72335,-60651
11,14.5,85,202,72316,-60651
11,14.5,85,202,72339,-60651
11,14.5,85,202,72340,-60651
11,14.5,85,201,72310,-60651
11,14.5,85,200,72260,-60651
11,14.5,85,201,72308,-60651
11,14.5,85,201,72320,-60651
11,14.5,85,201,72342,-60651
11,14.5,85,200,72317,-60651
11,14.5,85,201,72269,-60651
11,14.5,85,202,72272,-60651
11,14.5,85,202,72243,-60651
11,14.5,85,201,72277,-60651
11,14.5,85,201,72304,-60651
11,14.5,85,200,72272,-60651
11,14.5,85,200,72288,-60651
11,14.5,85,201,72291,-60651
11,14.5,85,200,72261,-60651
11,14.5,85,200,72264,-60651
11,14.5,85,201,72247,-60651
11,14.5,85,200,72242,-60651
11,14.5,85,200,72246,-60651
11,14.5,85,201,72282,-60651
11,14.5,85,201,72256,-60651
11,14.5,85,201,72246,-60651
11,14.5,85,200,72287,-60651
11,14.5,85,200,72300,-60651
11,14.5,85,200,72302,-60651
11,14.5,85,199,72284,-60651
11,14.5,85,200,72246,-60651
11,14.5,85,200,72228,-60651
11,14.5,85,200,72241,-60651
11,14.5,85,200,72212,-60651
11,14.5,85,201,72255,-60651
11,14.5,85,200,72284,-60651
11,14.5,85,200,72229,-60651
11,14.5,85,200,72239,-60651
11,14.5,85,200,72217,-60651
11,14.5,85,200,72214,-60651
11,14.5,85,200,72214,-60651
11,14.5,85,200,72175,-60651
11,14.5,85,200,72172,-60651
11,14.5,85,200,72234,-60651
11,14.5,85,200,72227,-60651
11,14.5,85,199,72241,-60651
11,14.5,85,200,72269,-60651
11,14.5,85,200,72237,-60651
11,14.5,85,199,72239,-60651
12,14.5,90,216,73432,-60955
12,14.5,90,216,77231,-60955
12,14.5,90,215,77579,-60955
12,14.5,90,214,77639,-60955
12,14.5,90,214,77685,-60955
12,14.5,90,214,77712,-60955
12,14.5,90,214,77734,-60955
12,14.5,90,214,77728,-60955
12,14.5,90,214,77758,-60955
12,14.5,90,214,77779,-60955
12,14.5,90,212,77726,-60955
12,14.5,90,213,77742,-60955
12,14.5,90,213,77707,-60955
12,14.5,90,213,77725,-60955
12,14.5,90,213,77736,-60955
12,14.5,90,213,77769,-60955
12,14.5,90,213,77735,-60955
12,14.5,90,212,77706,-60955
12,14.5,90,211,77713,-60955
12,14.5,90,213,77715,-60955
12,14.5,90,211,77762,-60955
12,14.5,90,213,77761,-60955
12,14.5,90,213,77720,-60955
12,14.5,90,212,77711,-60955
12,14.5,90,212,77710,-60955
12,14.5,90,212,77658,-60955
12,14.5,90,211,77704,-60956
12,14.5,90,212,77729,-60956
12,14.5,90,212,77724,-60956
12,14.5,90,212,77741,-60956
12,14.5,90,212,77735,-60956
12,14.5,90,211,77738,-60956
12,14.5,90,212,77711,-60956
12,14.5,90,212,77698,-60956
12,14.5,90,212,77677,-60956
12,14.5,90,211,77657,-60956
12,14.5,90,211,77721,-60956
12,14.5,90,210,77736,-60956
12,14.5,90,210,77686,-60956
12,14.5,90,212,77645,-60956
12,14.5,90,212,77661,-60956
12,14.5,90,212,77678,-60956
12,14.5,90,212,77638,-60956
12,14.5,90,212,77613,-60956
12,14.5,90,212,77630,-60956
12,14.5,90,211,77668,-60956
12,14.5,90,212,77666,-60956
12,14.5,90,212,77644,-60956
12,14.5,90,212,77615,-60956
12,14.5,90,211,77635,-60956
12,14.5,90,211,77640,-60956
12,14.5,90,211,77658,-60956
12,14.5,90,211,77649,-60956
12,14.5,90,210,77598,-60956
12,14.5,90,211,77597,-60956
12,14.5,90,210,77642,-60956
12,14.5,90,210,77674,-60956
13,14.5,95,228,77878,-61295
13,14.5,95,229,82520,-61295
13,14.5,95,229,83088,-61295
13,14.5,95,228,83177,-61296
13,14.5,95,226,83238,-61296
13,14.5,95,227,83323,-61296
13,14.5,95,227,83286,-61296
13,14.5,95,227,83285,-61296
13,14.5,95,227,83340,-61296
13,14.5,95,226,83348,-61296
13,14.5,95,226,83336,-61296
13,14.5,95,227,83288,-61296
13,14.5,95,225,83300,-61296
13,14.5,95,227,83300,-61296
13,14.5,95,226,83312,-61296
13,14.5,95,226,83280,-61296
13,14.5,95,226,83281,-61296
13,14.5,95,226,83291,-61296
13,14.5,95,226,83276,-61296
13,14.5,95,226,83303,-61296
13,14.5,95,227,83291,-61296
13,14.5,95,226,83260,-61296
13,14.5,95,226,83257,-61296
13,14.5,95,224,83268,-61296
13,14.5,95,226,83256,-61296
13,14.5,95,226,83249,-61297
13,14.5,95,226,83259,-61297
13,14.5,95,225,83259,-61297
13,14.5,95,226,83252,-61297
13,14.5,95,226,83232,-61297
13,14.5,95,224,83212,-61297
13,14.5,95,226,83190,-61297
13,14.5,95,226,83232,-61297
13,14.5,95,226,83252,-61297
13,14.5,95,225,83224,-61297
13,14.5,95,227,83223,-61297
13,14.5,95,226,83245,-61297
13,14.5,95,225,83226,-61297
13,14.5,95,225,83228,-61297
13,14.5,95,225,83227,-61297
13,14.5,95,225,83238,-61297
13,14.5,95,226,83219,-61297
13,14.5,95,225,83225,-61297
13,14.5,95,225,83229,-61297
13,14.5,95,225,83213,-61297
13,14.5,95,225,83215,-61297
13,14.5,95,225,83214,-61297
13,14.5,95,226,83178,-61297
13,14.5,95,225,83200,-61297
13,14.5,95,226,83184,-61297
13,14.5,95,224,83179,-61297
13,14.5,95,225,83182,-61297
13,14.5,95,224,83137,-61297
13,14.5,95,226,83129,-61297
13,14.5,95,226,83174,-61297
13,14.5,95,225,83177,-61297
13,14.5,95,225,83176,-61297
14,14.5,100,243,83739,-61640
14,14.5,100,242,88173,-61640
14,14.5,100,243,88694,-61640
14,14.5,100,241,88755,-61641
14,14.5,100,242,88826,-61641
14,14.5,100,241,88847,-61641
14,14.5,100,242,88830,-61641
14,14.5,100,241,88839,-61641
14,14.5,100,242,88860,-61641
14,14.5,100,242,88878,-61641
14,14.5,100,241,88894,-61641
14,14.5,100,242,88875,-61641
14,14.5,100,241,88889,-61641
14,14.5,100,240,88865,-61641
14,14.5,100,242,88866,-61641
14,14.5,100,241,88860,-61641
14,14.5,100,241,88842,-61641
