Measured Distance (mm),Nominal Distance (mm),PWM Value,Force Reading (Counts),Encoder Value (Pulses)
13,13,120,320,-68321
13,13,120,319,-68321
13,13,120,319,-68321
13,13,120,320,-68321
13,13,120,319,-68321
13,13,120,319,-68321
13,13,120,319,-68321
13,13,120,319,-68321
13,13,120,320,-68321
13,13,120,317,-68321
13,13,120,319,-68321
13,13,120,318,-68321
13,13,120,320,-68321
13,13,120,319,-68321
13,13,120,319,-68321
13,13,120,318,-68321
13,13,150,396,-69937
13,13,150,396,-69937
13,13,150,397,-69937
13,13,150,396,-69937
13,13,150,396,-69937
13,13,150,397,-69937
13,13,150,395,-69937
13,13,150,397,-69938
13,13,150,395,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,397,-69938
13,13,150,396,-69938
13,13,150,395,-69938
13,13,150,394,-69938
13,13,150,397,-69938
13,13,150,395,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,395,-69938
13,13,150,397,-69938
13,13,150,395,-69938
13,13,150,396,-69938
13,13,150,395,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,396,-69938
13,13,150,395,-69938
13,13,150,396,-69938
13,13,150,395,-69938
13,13,150,396,-69938
13,13,150,395,-69938
13,13,180,472,-71525
13,13,180,473,-71525
13,13,180,472,-71525
13,13,180,473,-71525
13,13,180,473,-71525
13,13,180,471,-71525
13,13,180,473,-71525
13,13,180,472,-71525
13,13,180,473,-71525
13,13,180,471,-71525
13,13,180,472,-71525
13,13,180,471,-71525
13,13,180,472,-71525
13,13,180,472,-71525
13,13,180,472,-71525
13,13,180,472,-71525
13,13,180,472,-71525
13,13,180,473,-71525
13,13,180,471,-71525
13,13,180,472,-71525
13,13,180,471,-71525
13,13,180,471,-71525
13,13,180,471,-71525
13,13,180,472,-71525
13,13,180,471,-71525
13,13,180,471,-71525
13,13,180,473,-71525
13,13,180,472,-71525
13,13,180,472,-71525
13,13,180,472,-71525
13,13,180,472,-71525
13,13,180,472,-71525
13,13,180,472,-71525
13,13,180,470,-71525
13,13,180,472,-71525
13,13,180,471,-71525
13,13,180,472,-71525
13,13,180,470,-71525
13,13,180,470,-71525
13,13,180,470,-71525
13,13,180,471,-71525
13,13,180,471,-71525
13,13,180,472,-71525
13,13,180,472,-71525
13,13,180,471,-71525
13,13,180,472,-71525
13,13,180,471,-71525
13,13,180,472,-71525
13,13,180,471,-71525
13,13,180,472,-71525
13,13,210,528,-72821
13,13,210,529,-72821
13,13,210,527,-72821
13,13,210,530,-72821
13,13,210,528,-72821
13,13,210,529,-72821
13,13,210,529,-72821
13,13,210,529,-72821
13,13,210,529,-72821
13,13,210,528,-72822
13,13,210,529,-72822
13,13,210,528,-72822
13,13,210,529,-72822
13,13,210,529,-72822
13,13,210,529,-72822
13,13,210,527,-72822
13,13,210,529,-72822
13,13,210,528,-72822
13,13,210,529,-72822
13,13,210,527,-72822
13,13,210,528,-72822
13,13,210,528,-72822
13,13,210,528,-72822
13,13,210,528,-72822
13,13,210,529,-72822
13,13,210,529,-72822
13,13,210,528,-72822
13,13,210,528,-72822
13,13,210,527,-72822
13,13,210,529,-72822
13,13,210,527,-72822
13,13,210,528,-72822
13,13,210,527,-72822
13,13,210,529,-72822
13,13,210,529,-72822
13,13,210,528,-72822
13,13,210,529,-72822
13,13,210,528,-72822
13,13,210,528,-72822
13,13,210,528,-72822
13,13,210,527,-72822
13,13,210,528,-72822
13,13,210,528,-72822
13,13,210,527,-72822
13,13,210,529,-72822
13,13,210,527,-72822
13,13,210,527,-72822
13,13,210,528,-72822
13,13,210,528,-72822
13,13,210,528,-72822
13,13,225,556,-73465
13,13,225,556,-73465
13,13,225,555,-73465
13,13,225,556,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,554,-73465
13,13,225,554,-73465
13,13,225,554,-73465
13,13,225,556,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,556,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,554,-73465
13,13,225,555,-73465
13,13,225,553,-73465
13,13,225,556,-73465
13,13,225,553,-73465
13,13,225,556,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,554,-73465
13,13,225,554,-73465
13,13,225,554,-73465
13,13,225,554,-73465
13,13,225,554,-73465
13,13,225,555,-73465
13,13,225,554,-73465
13,13,225,555,-73465
13,13,225,553,-73465
13,13,225,555,-73465
13,13,225,554,-73465
13,13,225,555,-73465
13,13,225,555,-73465
13,13,225,554,-73465
13,13,225,554,-73465
13,13,225,554,-73465
13,13,225,555,-73465
13,13,225,554,-73465
13,13,225,555,-73465
13,13,225,554,-73465
11.1,11,60,145,-69075
11.1,11,60,142,-69075
11.1,11,60,144,-69075
11.1,11,60,147,-69075
11.1,11,60,141,-69075
11.1,11,60,146,-69075
11.1,11,60,144,-69075
11.1,11,60,141,-69075
11.1,11,60,141,-69075
11.1,11,60,148,-69075
11.1,11,60,143,-69075
11.1,11,60,146,-69075
11.1,11,60,146,-69075
11.1,11,60,140,-69075
11.1,11,60,147,-69075
11.1,11,60,145,-69075
11.1,11,60,141,-69075
11.1,11,60,144,-69075
11.1,11,60,146,-69075
11.1,11,60,142,-69075
11.1,11,60,144,-69075
11.1,11,60,145,-69075
11.1,11,60,141,-69075
11.1,11,60,144,-69075
11.1,11,60,145,-69075
11.1,11,60,143,-69075
11.1,11,60,143,-69075
11.1,11,60,144,-69075
11.1,11,60,144,-69075
11.1,11,60,145,-69075
11.1,11,60,143,-69075
11.1,11,60,140,-69075
11.1,11,60,146,-69075
11.1,11,60,146,-69075
11.1,11,60,141,-69075
11.1,11,60,142,-69075
11.1,11,60,145,-69075
11.1,11,60,140,-69075
11.1,11,60,143,-69075
11.1,11,60,143,-69075
11.1,11,60,142,-69075
11.1,11,60,140,-69075
11.1,11,60,143,-69075
11.1,11,60,144,-69075
11.1,11,60,144,-69075
11.1,11,60,146,-69075
11.1,11,60,144,-69075
11.1,11,60,146,-69075
11.1,11,60,145,-69075
11.1,11,60,142,-69075
11.1,11,90,194,-67978
11.1,11,90,197,-67978
11.1,11,90,196,-67978
11.1,11,90,196,-67978
11.1,11,90,196,-67978
11.1,11,90,198,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,196,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,196,-67978
11.1,11,90,197,-67978
11.1,11,90,195,-67978
11.1,11,90,197,-67978
11.1,11,90,195,-67978
11.1,11,90,196,-67978
11.1,11,90,197,-67978
11.1,11,90,196,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,195,-67978
11.1,11,90,196,-67978
11.1,11,90,197,-67978
11.1,11,90,195,-67978
11.1,11,90,198,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,196,-67978
11.1,11,90,197,-67978
11.1,11,90,195,-67978
11.1,11,90,193,-67978
11.1,11,90,197,-67978
11.1,11,90,198,-67978
11.1,11,90,198,-67978
11.1,11,90,197,-67978
11.1,11,90,198,-67978
11.1,11,90,197,-67978
11.1,11,90,197,-67978
11.1,11,90,195,-67978
11.1,11,90,197,-67978
11.1,11,90,196,-67978
11.1,11,90,197,-67978
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,281,-69432
11.1,11,120,280,-69432
11.1,11,120,279,-69432
11.1,11,120,279,-69432
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,277,-69432
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,280,-69432
11.1,11,120,281,-69432
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,279,-69432
11.1,11,120,279,-69432
11.1,11,120,279,-69432
11.1,11,120,279,-69432
11.1,11,120,276,-69432
11.1,11,120,279,-69432
11.1,11,120,279,-69432
11.1,11,120,279,-69432
11.1,11,120,279,-69432
11.1,11,120,279,-69432
11.1,11,120,278,-69432
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,278,-69432
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,280,-69432
11.1,11,120,279,-69432
11.1,11,120,278,-69432
11.1,11,120,279,-69432
11.1,11,120,279,-69432
11.1,11,120,280,-69432
11.1,11,120,278,-69432
11.1,11,120,279,-69432
11.1,11,120,277,-69432
11.1,11,120,279,-69432
11.1,11,120,277,-69432
11.1,11,150,351,-70901
11.1,11,150,352,-70901
11.1,11,150,352,-70901
11.1,11,150,353,-70901
11.1,11,150,352,-70901
11.1,11,150,352,-70901
11.1,11,150,352,-70901
11.1,11,150,353,-70901
11.1,11,150,352,-70901
11.1,11,150,352,-70901
11.1,11,150,352,-70901
11.1,11,150,353,-70901
11.1,11,150,352,-70901
11.1,11,150,351,-70901
11.1,11,150,353,-70901
11.1,11,150,352,-70901
11.1,11,150,352,-70901
11.1,11,150,352,-70901
11.1,11,150,353,-70901
11.1,11,150,351,-70901
11.1,11,150,352,-70901
11.1,11,150,350,-70901
11.1,11,150,353,-70901
11.1,11,150,351,-70901
11.1,11,150,351,-70901
11.1,11,150,352,-70901
11.1,11,150,351,-70901
11.1,11,150,352,-70901
11.1,11,150,351,-70901
11.1,11,150,352,-70901
11.1,11,150,353,-70901
11.1,11,150,353,-70901
11.1,11,150,350,-70901
11.1,11,150,352,-70901
11.1,11,150,351,-70901
11.1,11,150,352,-70901
11.1,11,150,352,-70901
11.1,11,150,351,-70901
11.1,11,150,354,-70901
11.1,11,150,352,-70901
11.1,11,150,352,-70901
11.1,11,150,351,-70901
11.1,11,150,352,-70901
11.1,11,150,351,-70901
11.1,11,150,352,-70901
11.1,11,150,347,-70901
11.1,11,150,352,-70901
11.1,11,150,351,-70901
11.1,11,150,351,-70901
11.1,11,150,352,-70901
11.1,11,180,414,-72254
11.1,11,180,414,-72254
11.1,11,180,414,-72254
11.1,11,180,415,-72254
11.1,11,180,412,-72255
11.1,11,180,414,-72255
11.1,11,180,412,-72255
11.1,11,180,414,-72255
11.1,11,180,412,-72255
11.1,11,180,414,-72255
11.1,11,180,414,-72255
11.1,11,180,414,-72255
11.1,11,180,413,-72255
11.1,11,180,413,-72255
11.1,11,180,414,-72255
11.1,11,180,413,-72255
11.1,11,180,415,-72255
11.1,11,180,413,-72255
11.1,11,180,414,-72255
11.1,11,180,412,-72255
11.1,11,180,417,-72255
11.1,11,180,414,-72255
11.1,11,180,414,-72255
11.1,11,180,414,-72255
11.1,11,180,414,-72255
11.1,11,180,414,-72255
11.1,11,180,413,-72255
11.1,11,180,413,-72255
11.1,11,180,412,-72255
11.1,11,180,414,-72255
11.1,11,180,412,-72255
11.1,11,180,414,-72255
11.1,11,180,410,-72255
11.1,11,180,413,-72255
11.1,11,180,413,-72255
11.1,11,180,413,-72255
11.1,11,180,414,-72255
11.1,11,180,414,-72255
11.1,11,180,414,-72255
11.1,11,180,413,-72255
11.1,11,180,413,-72255
11.1,11,180,413,-72255
11.1,11,180,414,-72255
11.1,11,180,412,-72255
11.1,11,180,414,-72255
11.1,11,180,414,-72255
11.1,11,180,413,-72255
11.1,11,180,413,-72255
11.1,11,180,413,-72255
11.1,11,180,414,-72255
11.1,11,210,467,-73468
11.1,11,210,469,-73468
11.1,11,210,469,-73468
11.1,11,210,470,-73468
11.1,11,210,469,-73468
11.1,11,210,470,-73468
11.1,11,210,469,-73468
11.1,11,210,470,-73468
11.1,11,210,470,-73468
11.1,11,210,469,-73468
11.1,11,210,469,-73468
11.1,11,210,470,-73468
11.1,11,210,470,-73468
11.1,11,210,469,-73468
11.1,11,210,469,-73468
11.1,11,210,468,-73468
11.1,11,210,469,-73468
11.1,11,210,469,-73468
11.1,11,210,469,-73468
11.1,11,210,469,-73468
11.1,11,210,468,-73468
11.1,11,210,470,-73468
11.1,11,210,467,-73468
11.1,11,210,469,-73468
11.1,11,210,468,-73468
11.1,11,210,469,-73468
11.1,11,210,468,-73468
11.1,11,210,468,-73468
11.1,11,210,469,-73468
11.1,11,210,469,-73468
11.1,11,210,469,-73468
11.1,11,210,469,-73468
11.1,11,210,468,-73468
11.1,11,210,468,-73468
11.1,11,210,468,-73468
11.1,11,210,468,-73468
11.1,11,210,469,-73468
11.1,11,210,467,-73468
11.1,11,210,469,-73468
11.1,11,210,468,-73468
11.1,11,210,469,-73468
11.1,11,210,468,-73468
11.1,11,210,467,-73468
11.1,11,210,469,-73468
11.1,11,210,469,-73468
11.1,11,210,468,-73468
11.1,11,210,468,-73468
11.1,11,210,469,-73468
11.1,11,210,468,-73468
11.1,11,210,470,-73468
11.1,11,225,486,-73942
11.1,11,225,485,-73942
11.1,11,225,486,-73942
11.1,11,225,486,-73942
11.1,11,225,485,-73942
11.1,11,225,486,-73942
11.1,11,225,486,-73942
11.1,11,225,485,-73942
11.1,11,225,486,-73942
11.1,11,225,487,-73942
11.1,11,225,486,-73942
11.1,11,225,486,-73943
11.1,11,225,485,-73943
11.1,11,225,484,-73943
11.1,11,225,485,-73943
11.1,11,225,485,-73943
11.1,11,225,486,-73943
11.1,11,225,486,-73943
11.1,11,225,486,-73943
11.1,11,225,485,-73943
11.1,11,225,486,-73943
11.1,11,225,485,-73943
11.1,11,225,485,-73943
11.1,11,225,485,-73943
11.1,11,225,486,-73943
11.1,11,225,484,-73943
11.1,11,225,487,-73943
11.1,11,225,486,-73943
11.1,11,225,486,-73943
11.1,11,225,486,-73943
11.1,11,225,484,-73943
11.1,11,225,485,-73943
11.1,11,225,484,-73943
11.1,11,225,486,-73943
11.1,11,225,485,-73943
11.1,11,225,485,-73943
11.1,11,225,485,-73943
11.1,11,225,486,-73943
11.1,11,225,485,-73943
11.1,11,225,486,-73943
11.1,11,225,485,-73943
11.1,11,225,485,-73943
11.1,11,225,485,-73943
11.1,11,225,485,-73943
11.1,11,225,485,-73944
11.1,11,225,485,-73944
11.1,11,225,485,-73944
11.1,11,225,484,-73944
11.1,11,225,485,-73944
11.1,11,225,483,-73944
14,14,60,210,-67642
14,14,60,209,-67642
14,14,60,210,-67642
14,14,60,208,-67642
14,14,60,210,-67642
14,14,60,211,-67642
14,14,60,213,-67642
14,14,60,209,-67642
14,14,60,212,-67642
14,14,60,214,-67642
14,14,60,209,-67642
14,14,60,212,-67642
14,14,60,213,-67642
14,14,60,212,-67642
14,14,60,213,-67642
14,14,60,210,-67642
14,14,60,213,-67642
14,14,60,211,-67642
14,14,60,207,-67642
14,14,60,211,-67642
14,14,60,213,-67642
14,14,60,205,-67642
14,14,60,210,-67642
14,14,60,211,-67642
14,14,60,210,-67642
14,14,60,213,-67642
14,14,60,211,-67642
14,14,60,212,-67642
14,14,60,213,-67642
14,14,60,213,-67642
14,14,60,210,-67642
14,14,60,211,-67642
14,14,60,209,-67642
14,14,60,213,-67642
14,14,60,212,-67642
14,14,60,209,-67642
14,14,60,213,-67642
14,14,60,212,-67642
14,14,60,211,-67642
14,14,60,212,-67642
14,14,60,211,-67642
14,14,60,211,-67642
14,14,60,210,-67642
14,14,60,210,-67642
14,14,60,216,-67642
14,14,60,210,-67642
14,14,60,208,-67642
14,14,60,211,-67642
14,14,60,213,-67642
14,14,60,208,-67642
14,14,90,238,-66272
14,14,90,239,-66272
14,14,90,239,-66272
14,14,90,237,-66272
14,14,90,239,-66272
14,14,90,237,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,240,-66272
14,14,90,239,-66272
14,14,90,237,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,235,-66272
14,14,90,239,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,237,-66272
14,14,90,237,-66272
14,14,90,239,-66272
14,14,90,236,-66272
14,14,90,239,-66272
14,14,90,236,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,237,-66272
14,14,90,236,-66272
14,14,90,238,-66272
14,14,90,236,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,236,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,237,-66272
14,14,90,238,-66272
14,14,90,238,-66272
14,14,90,235,-66272
14,14,90,236,-66272
14,14,90,237,-66272
14,14,90,238,-66272
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,337,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,337,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,337,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,335,-67731
14,14,120,337,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,337,-67731
14,14,120,335,-67731
14,14,120,336,-67731
14,14,120,335,-67731
14,14,120,336,-67731
14,14,120,337,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,335,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,335,-67731
14,14,120,334,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,336,-67731
14,14,120,335,-67731
14,14,120,336,-67731
14,14,120,335,-67731
14,14,120,335,-67731
14,14,120,335,-67731
14,14,120,335,-67731
14,14,150,425,-69551
14,14,150,426,-69551
14,14,150,425,-69551
14,14,150,427,-69551
14,14,150,425,-69551
14,14,150,428,-69551
14,14,150,424,-69551
14,14,150,426,-69551
14,14,150,426,-69551
14,14,150,425,-69551
14,14,150,426,-69551
14,14,150,426,-69551
14,14,150,425,-69551
14,14,150,424,-69551
14,14,150,426,-69551
14,14,150,424,-69551
14,14,150,425,-69551
14,14,150,426,-69551
14,14,150,425,-69551
14,14,150,426,-69551
14,14,150,425,-69551
14,14,150,425,-69551
14,14,150,425,-69551
14,14,150,426,-69551
14,14,150,423,-69552
14,14,150,426,-69552
14,14,150,425,-69552
14,14,150,425,-69552
14,14,150,426,-69552
14,14,150,425,-69552
14,14,150,425,-69552
14,14,150,424,-69552
14,14,150,426,-69552
14,14,150,424,-69552
14,14,150,425,-69552
14,14,150,423,-69552
14,14,150,425,-69552
14,14,150,425,-69552
14,14,150,425,-69552
14,14,150,425,-69552
14,14,150,425,-69552
14,14,150,425,-69552
14,14,150,424,-69552
14,14,150,425,-69552
14,14,150,424,-69552
14,14,150,425,-69552
14,14,150,425,-69552
14,14,150,426,-69552
14,14,150,425,-69552
14,14,150,424,-69552
14,14,180,495,-71048
14,14,180,492,-71048
14,14,180,495,-71048
14,14,180,495,-71048
14,14,180,495,-71048
14,14,180,495,-71048
14,14,180,495,-71048
14,14,180,496,-71048
14,14,180,496,-71048
14,14,180,491,-71048
14,14,180,493,-71048
14,14,180,495,-71048
14,14,180,495,-71049
14,14,180,494,-71049
14,14,180,495,-71049
14,14,180,495,-71049
14,14,180,495,-71049
14,14,180,496,-71049
14,14,180,495,-71049
14,14,180,493,-71049
14,14,180,495,-71049
14,14,180,495,-71049
14,14,180,495,-71049
14,14,180,494,-71049
14,14,180,495,-71049
14,14,180,495,-71049
14,14,180,494,-71049
14,14,180,495,-71049
14,14,180,493,-71049
14,14,180,495,-71049
14,14,180,494,-71049
14,14,180,496,-71049
14,14,180,494,-71049
14,14,180,494,-71049
14,14,180,494,-71049
14,14,180,493,-71049
14,14,180,494,-71049
14,14,180,493,-71049
14,14,180,495,-71049
14,14,180,494,-71049
14,14,180,494,-71049
14,14,180,495,-71049
14,14,180,494,-71049
14,14,180,494,-71049
14,14,180,493,-71049
14,14,180,494,-71049
14,14,180,494,-71049
14,14,180,494,-71050
14,14,180,492,-71050
14,14,180,494,-71050
14,14,210,562,-72512
14,14,210,563,-72512
14,14,210,563,-72512
14,14,210,562,-72512
14,14,210,562,-72512
14,14,210,561,-72512
14,14,210,562,-72512
14,14,210,563,-72512
14,14,210,561,-72512
14,14,210,562,-72512
14,14,210,562,-72512
14,14,210,562,-72512
14,14,210,561,-72512
14,14,210,562,-72512
14,14,210,560,-72512
14,14,210,562,-72512
14,14,210,563,-72513
14,14,210,562,-72513
14,14,210,561,-72513
14,14,210,562,-72513
14,14,210,562,-72513
14,14,210,561,-72513
14,14,210,563,-72513
14,14,210,560,-72513
14,14,210,562,-72513
14,14,210,561,-72513
14,14,210,561,-72513
14,14,210,561,-72513
14,14,210,562,-72513
14,14,210,562,-72513
14,14,210,561,-72513
14,14,210,562,-72513
14,14,210,561,-72513
14,14,210,562,-72513
14,14,210,560,-72513
14,14,210,561,-72513
14,14,210,562,-72513
14,14,210,561,-72513
14,14,210,562,-72513
14,14,210,562,-72513
14,14,210,561,-72513
14,14,210,561,-72513
14,14,210,561,-72513
14,14,210,560,-72513
14,14,210,561,-72513
14,14,210,561,-72513
14,14,210,561,-72513
14,14,210,562,-72513
14,14,210,560,-72513
14,14,210,562,-72513
14,14,225,574,-73000
14,14,225,578,-73000
14,14,225,574,-73000
14,14,225,577,-73001
14,14,225,576,-73001
14,14,225,577,-73001
14,14,225,575,-73001
14,14,225,575,-73001
14,14,225,576,-73001
14,14,225,575,-73001
14,14,225,576,-73001
14,14,225,574,-73002
14,14,225,576,-73002
14,14,225,575,-73002
14,14,225,575,-73002
14,14,225,576,-73002
14,14,225,575,-73002
14,14,225,575,-73002
14,14,225,574,-73002
14,14,225,577,-73002
14,14,225,574,-73003
14,14,225,576,-73003
14,14,225,576,-73003
14,14,225,575,-73003
14,14,225,575,-73003
14,14,225,576,-73003
14,14,225,576,-73003
14,14,225,575,-73003
14,14,225,576,-73003
14,14,225,574,-73003
14,14,225,575,-73004
14,14,225,576,-73004
14,14,225,575,-73004
14,14,225,574,-73004
14,14,225,575,-73004
14,14,225,576,-73004
14,14,225,575,-73004
14,14,225,575,-73004
14,14,225,574,-73004
14,14,225,575,-73004
14,14,225,575,-73004
14,14,225,574,-73004
14,14,225,575,-73005
14,14,225,575,-73005
14,14,225,575,-73005
14,14,225,574,-73005
14,14,225,575,-73005
14,14,225,574,-73005
14,14,225,575,-73005
14,14,225,574,-73005
18.7,19,60,261,-63386
18.7,19,60,261,-63386
18.7,19,60,261,-63386
18.7,19,60,255,-63386
18.7,19,60,260,-63386
18.7,19,60,261,-63386
18.7,19,60,260,-63386
18.7,19,60,260,-63386
18.7,19,60,261,-63386
18.7,19,60,260,-63386
18.7,19,60,256,-63386
18.7,19,60,262,-63386
18.7,19,60,257,-63386
18.7,19,60,263,-63386
18.7,19,60,265,-63386
18.7,19,60,261,-63386
18.7,19,60,260,-63386
18.7,19,60,257,-63386
18.7,19,60,261,-63386
18.7,19,60,255,-63386
18.7,19,60,262,-63386
18.7,19,60,259,-63386
18.7,19,60,259,-63386
18.7,19,60,260,-63386
18.7,19,60,256,-63386
18.7,19,60,261,-63386
18.7,19,60,256,-63386
18.7,19,60,262,-63386
18.7,19,60,261,-63386
18.7,19,60,262,-63386
18.7,19,60,261,-63386
18.7,19,60,259,-63386
18.7,19,60,262,-63386
18.7,19,60,256,-63386
18.7,19,60,261,-63386
18.7,19,60,260,-63386
18.7,19,60,260,-63386
18.7,19,60,258,-63386
18.7,19,60,256,-63386
18.7,19,60,262,-63386
18.7,19,60,257,-63386
18.7,19,60,262,-63386
18.7,19,60,260,-63386
18.7,19,60,260,-63386
18.7,19,60,259,-63386
18.7,19,60,262,-63386
18.7,19,60,260,-63386
18.7,19,60,257,-63386
18.7,19,60,260,-63386
18.7,19,60,258,-63386
18.7,19,90,300,-61977
18.7,19,90,298,-61977
18.7,19,90,299,-61977
18.7,19,90,298,-61977
18.7,19,90,299,-61977
18.7,19,90,299,-61977
18.7,19,90,298,-61977
18.7,19,90,299,-61977
18.7,19,90,299,-61977
18.7,19,90,299,-61977
18.7,19,90,298,-61977
18.7,19,90,298,-61977
18.7,19,90,297,-61977
18.7,19,90,298,-61977
18.7,19,90,298,-61977
18.7,19,90,298,-61977
18.7,19,90,298,-61977
18.7,19,90,298,-61977
18.7,19,90,298,-61977
18.7,19,90,296,-61977
18.7,19,90,295,-61977
18.7,19,90,298,-61977
18.7,19,90,300,-61977
18.7,19,90,299,-61977
18.7,19,90,297,-61977
18.7,19,90,298,-61977
18.7,19,90,298,-61977
18.7,19,90,295,-61977
18.7,19,90,298,-61977
18.7,19,90,299,-61977
18.7,19,90,299,-61977
18.7,19,90,297,-61977
18.7,19,90,298,-61977
18.7,19,90,298,-61977
18.7,19,90,299,-61977
18.7,19,90,297,-61977
18.7,19,90,299,-61977
18.7,19,90,298,-61977
18.7,19,90,298,-61977
18.7,19,90,299,-61977
18.7,19,90,298,-61977
18.7,19,90,298,-61977
18.7,19,90,297,-61977
18.7,19,90,299,-61977
18.7,19,90,298,-61977
18.7,19,90,299,-61977
18.7,19,90,298,-61977
18.7,19,90,296,-61977
18.7,19,90,299,-61977
18.7,19,90,298,-61977
18.7,19,120,419,-64227
18.7,19,120,421,-64227
18.7,19,120,422,-64227
18.7,19,120,421,-64227
18.7,19,120,422,-64227
18.7,19,120,421,-64227
18.7,19,120,421,-64227
18.7,19,120,420,-64227
18.7,19,120,422,-64227
18.7,19,120,422,-64227
18.7,19,120,421,-64227
18.7,19,120,421,-64227
18.7,19,120,422,-64227
18.7,19,120,421,-64227
18.7,19,120,420,-64227
18.7,19,120,421,-64227
18.7,19,120,421,-64227
18.7,19,120,420,-64227
18.7,19,120,420,-64227
18.7,19,120,421,-64227
18.7,19,120,422,-64227
18.7,19,120,420,-64227
18.7,19,120,421,-64227
18.7,19,120,419,-64227
18.7,19,120,421,-64227
18.7,19,120,420,-64227
18.7,19,120,421,-64227
18.7,19,120,420,-64227
18.7,19,120,420,-64227
18.7,19,120,421,-64227
18.7,19,120,418,-64227
18.7,19,120,421,-64227
18.7,19,120,421,-64227
18.7,19,120,420,-64227
18.7,19,120,420,-64227
18.7,19,120,422,-64227
18.7,19,120,420,-64227
18.7,19,120,420,-64227
18.7,19,120,422,-64227
18.7,19,120,419,-64227
18.7,19,120,420,-64227
18.7,19,120,420,-64227
18.7,19,120,420,-64227
18.7,19,120,421,-64227
18.7,19,120,420,-64227
18.7,19,120,420,-64227
18.7,19,120,418,-64227
18.7,19,120,423,-64227
18.7,19,120,416,-64227
18.7,19,120,420,-64227
18.7,19,150,524,-66191
18.7,19,150,526,-66191
18.7,19,150,525,-66191
18.7,19,150,527,-66191
18.7,19,150,526,-66191
18.7,19,150,525,-66191
18.7,19,150,525,-66191
18.7,19,150,525,-66191
18.7,19,150,525,-66191
18.7,19,150,525,-66191
18.7,19,150,525,-66191
